#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
172	2013-08-27T06:18:40Z	28.004	11.501	25.074
173	2013-08-27T06:48:40Z	28.228	11.614	25.242
174	2013-08-27T07:18:40Z	28.864	11.663	25.143
175	2013-08-27T07:48:40Z	28.516	11.663	25.195
176	2013-08-27T08:18:40Z	30.095	11.820	25.186
177	2013-08-27T08:48:40Z	28.371	11.721	25.232
178	2013-08-27T09:18:40Z	27.236	11.679	25.183
179	2013-08-27T09:48:40Z	27.785	11.678	25.176
180	2013-08-27T10:18:40Z	27.547	11.678	25.185
181	2013-08-27T10:48:40Z	27.021	11.518	25.251
182	2013-08-27T11:18:40Z	27.511	11.559	25.197
183	2013-08-27T11:48:40Z	25.563	11.242	25.228
184	2013-08-27T12:18:40Z	26.271	11.265	25.233
185	2013-08-27T12:48:40Z	26.650	11.356	25.280
186	2013-08-27T13:18:40Z	26.780	11.299	25.248
187	2013-08-27T13:48:40Z	25.698	11.150	25.273
188	2013-08-27T14:18:40Z	25.313	11.006	25.288
189	2013-08-27T14:48:40Z	22.105	10.864	25.493
190	2013-08-27T15:18:40Z	21.217	10.801	25.367
191	2013-08-27T15:48:40Z	23.101	10.886	25.327
192	2013-08-27T16:18:40Z	26.270	11.171	25.279
193	2013-08-27T16:48:40Z	25.192	11.097	25.308
194	2013-08-27T17:18:40Z	22.441	10.985	25.400
195	2013-08-27T17:48:40Z	23.048	10.968	25.419
196	2013-08-27T18:18:40Z	24.716	11.068	25.305
197	2013-08-27T18:48:40Z	25.667	11.112	25.255
198	2013-08-27T19:18:40Z	26.807	11.301	25.307
199	2013-08-27T19:48:40Z	27.071	11.432	25.226
200	2013-08-27T20:18:40Z	29.240	11.750	25.305
201	2013-08-27T20:48:40Z	29.775	11.965	25.182
202	2013-08-27T21:18:40Z	30.524	12.027	25.085
203	2013-08-27T21:48:40Z	28.216	11.794	25.168
204	2013-08-27T22:18:40Z	26.806	11.504	25.250
205	2013-08-27T22:48:40Z	26.205	11.491	25.325
206	2013-08-27T23:18:40Z	24.462	11.293	25.196
207	2013-08-27T23:48:40Z	24.347	11.203	25.266
208	2013-08-28T00:18:40Z	21.125	10.943	25.303
209	2013-08-28T00:48:40Z	19.296	10.762	25.379
210	2013-08-28T01:18:40Z	22.387	11.006	25.361
211	2013-08-28T01:48:40Z	22.349	10.852	25.325
212	2013-08-28T02:18:40Z	22.153	10.930	25.373
213	2013-08-28T02:48:40Z	23.219	10.916	25.354
214	2013-08-28T03:18:40Z	24.742	11.094	25.324
215	2013-08-28T03:48:40Z	24.767	11.235	25.297
216	2013-08-28T04:18:40Z	25.692	11.391	25.261
217	2013-08-28T04:48:40Z	23.307	11.071	25.322
218	2013-08-28T05:18:40Z	23.137	11.002	25.296
219	2013-08-28T05:48:40Z	24.947	11.135	25.376
220	2013-08-28T06:18:40Z	25.785	11.415	25.145
221	2013-08-28T06:48:40Z	25.939	11.360	25.339
222	2013-08-28T07:18:40Z	26.634	11.503	25.263
223	2013-08-28T07:48:40Z	27.129	11.597	25.242
224	2013-08-28T08:18:40Z	27.292	11.695	25.259
225	2013-08-28T08:48:40Z	26.568	11.530	25.259
226	2013-08-28T09:18:40Z	25.643	11.441	25.271
227	2013-08-28T09:48:40Z	25.918	11.494	25.195
228	2013-08-28T10:18:40Z	26.303	11.643	25.167
229	2013-08-28T10:48:40Z	25.813	11.467	25.264
230	2013-08-28T11:18:40Z	23.379	11.196	25.296
231	2013-08-28T11:48:40Z	20.900	10.946	25.226
232	2013-08-28T12:18:40Z	19.450	10.734	25.285
233	2013-08-28T12:48:40Z	16.914	10.378	25.468
234	2013-08-28T13:18:40Z	16.325	10.265	25.525
235	2013-08-28T13:48:40Z	19.495	10.648	25.442
236	2013-08-28T14:18:40Z	15.614	10.189	25.349
237	2013-08-28T14:48:40Z	12.026	9.974	25.462
238	2013-08-28T15:18:40Z	12.756	9.672	25.561
239	2013-08-28T15:48:40Z	12.252	9.620	25.610
240	2013-08-28T16:18:40Z	11.318	9.513	25.639
241	2013-08-28T16:48:40Z	12.826	9.632	25.676
242	2013-08-28T17:18:40Z	13.138	9.682	25.630
243	2013-08-28T17:48:40Z	13.868	9.763	25.654
244	2013-08-28T18:18:40Z	14.532	9.905	25.586
245	2013-08-28T18:48:40Z	16.005	10.211	25.516
246	2013-08-28T19:18:40Z	22.653	10.889	25.351
247	2013-08-28T19:48:40Z	25.851	11.389	25.348
248	2013-08-28T20:18:40Z	28.411	11.707	25.282
249	2013-08-28T20:48:40Z	29.722	11.940	25.224
250	2013-08-28T21:18:40Z	28.072	11.812	25.161
251	2013-08-28T21:48:40Z	28.810	11.903	25.217
252	2013-08-28T22:18:40Z	28.313	11.770	25.106
253	2013-08-28T22:48:40Z	25.606	11.499	25.127
254	2013-08-28T23:18:40Z	26.633	11.527	25.279
255	2013-08-28T23:48:40Z	25.250	11.259	25.242
256	2013-08-29T00:18:40Z	22.697	11.098	25.339
257	2013-08-29T00:48:40Z	21.092	10.957	25.393
258	2013-08-29T01:18:40Z	19.149	10.775	25.370
259	2013-08-29T01:48:40Z	19.943	10.902	25.396
260	2013-08-29T02:18:40Z	20.602	11.118	25.360
261	2013-08-29T02:48:40Z	21.464	11.175	25.295
262	2013-08-29T03:18:40Z	20.647	11.098	25.338
263	2013-08-29T03:48:40Z	20.233	11.152	25.368
264	2013-08-29T04:18:40Z	20.659	11.179	25.357
265	2013-08-29T04:48:40Z	20.203	11.162	25.389
266	2013-08-29T05:18:40Z	21.733	11.316	25.335
267	2013-08-29T05:48:40Z	22.157	11.351	25.289
268	2013-08-29T06:18:40Z	22.467	11.405	25.302
269	2013-08-29T06:48:40Z	21.940	11.380	25.294
270	2013-08-29T07:18:40Z	24.620	11.603	25.278
271	2013-08-29T07:48:40Z	28.057	11.962	25.222
272	2013-08-29T08:18:40Z	26.429	11.872	25.202
273	2013-08-29T08:48:40Z	27.199	11.935	25.200
274	2013-08-29T09:18:40Z	28.012	12.047	25.129
275	2013-08-29T09:48:40Z	28.781	12.110	25.144
276	2013-08-29T10:18:40Z	30.092	12.290	25.105
277	2013-08-29T10:48:40Z	29.110	12.194	25.112
278	2013-08-29T11:18:40Z	26.773	11.820	25.047
279	2013-08-29T11:48:40Z	19.695	11.269	25.272
280	2013-08-29T12:18:40Z	17.827	10.935	25.386
281	2013-08-29T12:48:40Z	16.062	10.668	25.418
282	2013-08-29T13:18:40Z	16.520	10.640	25.397
283	2013-08-29T13:48:40Z	16.775	10.515	25.424
284	2013-08-29T14:18:40Z	16.669	10.406	25.483
285	2013-08-29T14:48:40Z	13.682	10.384	25.494
286	2013-08-29T15:18:40Z	14.822	10.185	25.516
287	2013-08-29T15:48:40Z	15.142	10.152	25.529
288	2013-08-29T16:18:40Z	13.311	10.194	25.559
289	2013-08-29T16:48:40Z	17.808	10.620	25.553
290	2013-08-29T17:18:40Z	14.858	10.525	25.536
291	2013-08-29T17:48:40Z	14.180	10.239	25.482
292	2013-08-29T18:18:40Z	15.795	10.186	25.506
293	2013-08-29T18:48:40Z	18.245	10.583	25.555
294	2013-08-29T19:18:40Z	22.346	11.004	25.387
295	2013-08-29T19:48:40Z	23.668	11.200	25.309
296	2013-08-29T20:18:40Z	24.720	11.361	25.253
297	2013-08-29T20:48:40Z	25.533	11.546	25.247
298	2013-08-29T21:18:40Z	25.616	11.678	25.263
299	2013-08-29T21:48:40Z	26.541	11.715	25.216
300	2013-08-29T22:18:40Z	26.302	11.778	25.172
301	2013-08-29T22:48:40Z	22.189	11.478	25.262
302	2013-08-29T23:18:40Z	24.542	11.558	25.182
303	2013-08-29T23:48:40Z	27.979	11.892	25.191
304	2013-08-30T00:18:40Z	27.806	12.015	25.142
305	2013-08-30T00:48:40Z	23.739	11.674	25.186
306	2013-08-30T01:18:40Z	22.223	11.552	25.266
307	2013-08-30T01:48:40Z	21.224	11.462	25.272
308	2013-08-30T02:18:40Z	20.500	11.429	25.337
309	2013-08-30T02:48:40Z	23.673	11.583	25.250
310	2013-08-30T03:18:40Z	24.967	11.730	25.160
311	2013-08-30T03:48:40Z	27.610	11.950	25.222
312	2013-08-30T04:18:40Z	23.954	11.754	25.190
313	2013-08-30T04:48:40Z	26.905	11.921	25.204
314	2013-08-30T05:18:40Z	26.518	11.910	25.126
315	2013-08-30T05:48:40Z	24.638	11.750	25.202
316	2013-08-30T06:18:40Z	24.979	11.604	25.268
317	2013-08-30T06:48:40Z	25.294	11.629	25.253
318	2013-08-30T07:18:40Z	25.440	11.669	25.263
319	2013-08-30T07:48:40Z	26.852	11.835	25.188
320	2013-08-30T08:18:40Z	26.426	11.925	25.217
321	2013-08-30T08:48:40Z	29.713	12.128	25.175
322	2013-08-30T09:18:40Z	30.387	12.375	25.151
323	2013-08-30T09:48:40Z	31.145	12.645	25.115
324	2013-08-30T10:18:40Z	29.669	12.372	25.078
325	2013-08-30T10:48:40Z	28.717	12.209	25.089
326	2013-08-30T11:18:40Z	29.336	12.134	25.070
327	2013-08-30T11:48:40Z	26.332	11.958	25.186
328	2013-08-30T12:18:40Z	25.416	11.875	25.179
329	2013-08-30T12:48:40Z	22.551	11.588	25.243
330	2013-08-30T13:18:40Z	19.393	11.315	25.239
331	2013-08-30T13:48:40Z	15.575	10.699	25.314
332	2013-08-30T14:18:40Z	15.914	10.579	25.389
333	2013-08-30T14:48:40Z	14.489	10.379	25.453
334	2013-08-30T15:18:40Z	17.596	10.631	25.434
335	2013-08-30T15:48:40Z	18.819	10.806	25.427
336	2013-08-30T16:18:40Z	16.588	10.718	25.356
337	2013-08-30T16:48:40Z	15.108	10.585	25.425
338	2013-08-30T17:18:40Z	16.326	10.501	25.478
339	2013-08-30T17:48:40Z	16.785	10.553	25.397
340	2013-08-30T18:18:40Z	15.148	10.412	25.388
341	2013-08-30T18:48:40Z	18.661	10.829	25.466
342	2013-08-30T19:18:40Z	20.446	11.120	25.350
343	2013-08-30T19:48:40Z	21.727	11.298	25.336
344	2013-08-30T20:18:40Z	21.360	11.331	25.289
345	2013-08-30T20:48:40Z	21.589	11.395	25.250
346	2013-08-30T21:18:40Z	26.303	11.814	25.265
347	2013-08-30T21:48:40Z	31.353	12.415	25.153
348	2013-08-30T22:18:40Z	30.302	12.388	25.116
349	2013-08-30T22:48:40Z	30.039	12.504	25.093
350	2013-08-30T23:18:40Z	31.638	12.605	25.058
351	2013-08-30T23:48:40Z	29.201	12.475	25.101
352	2013-08-31T00:18:40Z	28.515	12.289	25.094
353	2013-08-31T00:48:40Z	26.355	12.030	25.036
354	2013-08-31T01:18:40Z	25.595	11.908	25.155
355	2013-08-31T01:48:40Z	23.649	11.601	25.205
356	2013-08-31T02:18:40Z	21.713	11.424	25.244
357	2013-08-31T02:48:40Z	19.841	11.073	25.300
358	2013-08-31T03:18:40Z	17.294	10.791	25.350
359	2013-08-31T03:48:40Z	17.634	10.788	25.361
360	2013-08-31T04:18:40Z	19.754	11.215	25.392
361	2013-08-31T04:48:40Z	19.566	11.002	25.308
362	2013-08-31T05:18:40Z	18.587	10.971	25.380
363	2013-08-31T05:48:40Z	19.635	11.075	25.351
364	2013-08-31T06:18:40Z	20.024	11.286	25.334
365	2013-08-31T06:48:40Z	19.739	11.237	25.269
366	2013-08-31T07:18:40Z	25.240	11.630	25.280
367	2013-08-31T07:48:40Z	25.851	11.732	25.247
368	2013-08-31T08:18:40Z	26.479	11.909	25.164
369	2013-08-31T08:48:40Z	25.775	11.771	25.148
370	2013-08-31T09:18:40Z	27.464	12.019	25.175
371	2013-08-31T09:48:40Z	32.626	12.653	25.175
372	2013-08-31T10:18:40Z	32.350	12.823	25.091
373	2013-08-31T10:48:40Z	30.545	12.604	25.006
374	2013-08-31T11:18:40Z	28.387	12.341	25.067
375	2013-08-31T11:48:40Z	29.355	12.438	25.112
376	2013-08-31T12:18:40Z	29.443	12.461	25.096
377	2013-08-31T12:48:40Z	30.158	12.545	25.054
378	2013-08-31T13:18:40Z	29.139	12.392	25.036
379	2013-08-31T13:48:40Z	23.389	11.680	25.063
380	2013-08-31T14:18:40Z	20.161	11.173	25.265
381	2013-08-31T14:48:40Z	21.336	11.232	25.324
382	2013-08-31T15:18:40Z	23.495	11.470	25.270
383	2013-08-31T15:48:40Z	23.697	11.509	25.253
384	2013-08-31T16:18:40Z	17.311	10.921	25.271
385	2013-08-31T16:48:40Z	14.513	10.528	25.380
386	2013-08-31T17:18:40Z	13.169	10.244	25.473
387	2013-08-31T17:48:40Z	13.714	10.211	25.530
388	2013-08-31T18:18:40Z	14.533	10.241	25.472
389	2013-08-31T18:48:40Z	14.741	10.243	25.502
390	2013-08-31T19:18:40Z	17.581	10.549	25.467
391	2013-08-31T19:48:40Z	19.394	10.815	25.413
392	2013-08-31T20:18:40Z	19.752	10.857	25.385
393	2013-08-31T20:48:40Z	20.581	10.971	25.425
394	2013-08-31T21:18:40Z	21.354	11.245	25.250
395	2013-08-31T21:48:40Z	22.783	11.512	25.311
396	2013-08-31T22:18:40Z	25.527	11.715	25.273
397	2013-08-31T22:48:40Z	27.723	12.018	25.214
398	2013-08-31T23:18:40Z	29.187	12.282	25.151
399	2013-08-31T23:48:40Z	31.014	12.543	25.136
400	2013-09-01T00:18:40Z	29.909	12.517	25.106
401	2013-09-01T00:48:40Z	28.708	12.430	25.084
402	2013-09-01T01:18:40Z	24.699	11.917	25.174
403	2013-09-01T01:48:40Z	25.214	11.795	24.934
404	2013-09-01T02:18:40Z	22.365	11.462	25.253
405	2013-09-01T02:48:40Z	16.829	10.876	25.405
406	2013-09-01T03:18:40Z	16.555	10.830	25.429
407	2013-09-01T03:48:40Z	16.037	10.659	25.382
408	2013-09-01T04:18:40Z	14.878	10.878	25.419
409	2013-09-01T04:48:40Z	15.778	10.775	25.437
410	2013-09-01T05:18:40Z	15.607	10.422	25.398
411	2013-09-01T05:48:40Z	16.868	10.477	25.457
412	2013-09-01T06:18:40Z	18.000	10.658	25.456
413	2013-09-01T06:48:40Z	20.903	11.194	25.325
414	2013-09-01T07:18:40Z	20.163	11.141	25.327
415	2013-09-01T07:48:40Z	21.328	11.196	25.340
416	2013-09-01T08:18:40Z	22.231	11.313	25.296
417	2013-09-01T08:48:40Z	20.625	11.089	25.262
418	2013-09-01T09:18:40Z	24.705	11.649	25.256
419	2013-09-01T09:48:40Z	26.605	11.854	25.152
420	2013-09-01T10:18:40Z	28.293	12.130	25.191
421	2013-09-01T10:48:40Z	25.316	11.837	25.081
422	2013-09-01T11:18:40Z	23.747	11.587	25.122
423	2013-09-01T11:48:40Z	25.283	11.762	25.124
424	2013-09-01T12:18:40Z	20.002	11.075	25.348
425	2013-09-01T12:48:40Z	23.172	11.337	25.308
426	2013-09-01T13:18:40Z	21.416	11.256	25.295
427	2013-09-01T13:48:40Z	21.055	11.148	25.264
428	2013-09-01T14:18:40Z	15.145	10.458	25.325
429	2013-09-01T14:48:40Z	16.200	10.466	25.438
430	2013-09-01T15:18:40Z	13.091	10.163	25.512
431	2013-09-01T15:48:40Z	15.542	10.243	25.453
432	2013-09-01T16:18:40Z	10.333	9.891	25.529
433	2013-09-01T16:48:40Z	11.405	9.959	25.643
434	2013-09-01T17:18:40Z	12.792	10.050	25.434
435	2013-09-01T17:48:40Z	12.484	10.100	25.740
436	2013-09-01T18:18:40Z	14.793	10.218	25.564
437	2013-09-01T18:48:40Z	15.356	10.347	25.466
438	2013-09-01T19:18:40Z	16.264	10.532	25.486
439	2013-09-01T19:48:40Z	16.168	10.505	25.435
440	2013-09-01T20:18:40Z	14.664	10.391	25.455
441	2013-09-01T20:48:40Z	17.136	10.595	25.500
442	2013-09-01T21:18:40Z	19.074	10.784	25.453
443	2013-09-01T21:48:40Z	21.434	11.058	25.346
444	2013-09-01T22:18:40Z	24.214	11.464	25.228
445	2013-09-01T22:48:40Z	22.180	11.578	25.281
446	2013-09-01T23:18:40Z	20.182	11.602	25.272
447	2013-09-01T23:48:40Z	22.001	11.697	25.396
448	2013-09-02T00:18:40Z	22.853	11.609	25.031
449	2013-09-02T00:48:40Z	21.456	11.241	25.312
450	2013-09-02T01:18:40Z	19.207	10.957	25.267
451	2013-09-02T01:48:40Z	19.213	10.961	25.266
452	2013-09-02T02:18:40Z	21.744	11.202	25.293
453	2013-09-02T02:48:40Z	19.532	11.095	25.305
454	2013-09-02T03:18:40Z	18.757	10.865	25.358
455	2013-09-02T03:48:40Z	16.058	10.612	25.383
456	2013-09-02T04:18:40Z	12.287	10.346	25.437
457	2013-09-02T04:48:40Z	12.874	10.230	25.485
458	2013-09-02T05:18:40Z	14.007	10.282	25.491
459	2013-09-02T05:48:40Z	15.237	10.390	25.504
460	2013-09-02T06:18:40Z	15.285	10.563	25.499
461	2013-09-02T06:48:40Z	14.107	10.474	25.558
462	2013-09-02T07:18:40Z	15.794	10.620	25.440
463	2013-09-02T07:48:40Z	14.019	10.473	25.459
464	2013-09-02T08:18:40Z	16.265	10.530	25.398
465	2013-09-02T08:48:40Z	16.863	10.698	25.440
466	2013-09-02T09:18:40Z	16.462	10.864	25.375
467	2013-09-02T09:48:40Z	16.713	10.891	25.384
468	2013-09-02T10:18:40Z	19.851	11.371	25.278
469	2013-09-02T10:48:40Z	24.200	11.814	25.310
470	2013-09-02T11:18:40Z	28.523	12.289	25.160
471	2013-09-02T11:48:40Z	28.591	12.435	25.121
472	2013-09-02T12:18:40Z	31.264	12.834	25.141
473	2013-09-02T12:48:40Z	33.000	12.980	25.123
474	2013-09-02T13:18:40Z	30.198	12.780	25.030
475	2013-09-02T13:48:40Z	27.875	12.547	25.027
476	2013-09-02T14:18:40Z	28.145	12.607	25.038
477	2013-09-02T14:48:40Z	27.284	12.619	25.205
