#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
93	2014-09-03T14:17:44Z	0.241	7.901	26.801
94	2014-09-03T14:47:44Z	0.220	8.097	26.764
95	2014-09-03T15:17:44Z	0.237	7.973	26.726
96	2014-09-03T15:47:44Z	0.288	7.948	26.742
97	2014-09-03T16:17:44Z	0.311	7.973	26.707
98	2014-09-03T16:47:44Z	0.273	7.992	26.758
99	2014-09-03T17:17:44Z	0.292	7.906	26.745
100	2014-09-03T17:47:44Z	0.229	7.979	26.706
101	2014-09-03T18:17:44Z	0.238	8.066	26.658
102	2014-09-03T18:47:44Z	0.243	8.254	26.733
103	2014-09-03T19:17:44Z	0.256	8.669	26.665
104	2014-09-03T19:47:44Z	0.293	8.590	26.614
105	2014-09-03T20:17:44Z	0.265	8.560	26.684
106	2014-09-03T20:47:44Z	0.230	8.641	26.624
107	2014-09-03T21:17:44Z	0.287	8.624	26.660
108	2014-09-03T21:47:44Z	0.282	8.609	26.694
109	2014-09-03T22:17:44Z	0.287	8.719	26.471
110	2014-09-03T22:47:44Z	0.248	8.367	26.637
111	2014-09-03T23:17:44Z	0.312	8.474	26.776
112	2014-09-03T23:47:44Z	0.280	8.687	26.599
113	2014-09-04T00:17:44Z	0.250	8.659	26.562
114	2014-09-04T00:47:44Z	0.274	8.826	26.614
115	2014-09-04T01:17:44Z	0.258	8.753	26.703
116	2014-09-04T01:47:44Z	0.259	8.478	26.628
117	2014-09-04T02:17:44Z	0.266	8.129	26.698
118	2014-09-04T02:47:44Z	0.298	8.206	26.652
119	2014-09-04T03:17:44Z	0.285	8.025	26.754
120	2014-09-04T03:47:44Z	0.255	8.265	26.688
121	2014-09-04T04:17:44Z	0.307	8.347	26.645
122	2014-09-04T04:47:44Z	0.272	8.093	26.755
123	2014-09-04T05:17:44Z	0.245	8.001	26.696
124	2014-09-04T05:47:44Z	0.361	8.102	26.670
125	2014-09-04T06:17:44Z	0.290	8.185	26.774
126	2014-09-04T06:47:44Z	0.288	8.224	26.685
127	2014-09-04T07:17:44Z	0.292	8.312	26.672
128	2014-09-04T07:47:44Z	0.269	8.330	26.635
129	2014-09-04T08:17:44Z	0.287	8.984	26.562
130	2014-09-04T08:47:44Z	0.243	9.358	26.205
131	2014-09-04T09:17:44Z	0.280	9.059	26.638
132	2014-09-04T09:47:44Z	0.204	9.009	26.580
133	2014-09-04T10:17:44Z	0.341	9.178	26.378
134	2014-09-04T10:47:44Z	0.220	8.786	26.579
135	2014-09-04T11:17:44Z	0.277	8.574	26.702
136	2014-09-04T11:47:44Z	0.245	8.400	26.658
137	2014-09-04T12:17:44Z	0.283	8.414	26.641
138	2014-09-04T12:47:44Z	0.262	8.095	26.653
139	2014-09-04T13:17:44Z	0.274	7.896	26.778
140	2014-09-04T13:47:44Z	0.254	7.884	26.762
141	2014-09-04T14:17:44Z	0.256	7.827	26.926
142	2014-09-04T14:47:44Z	0.247	7.847	26.795
143	2014-09-04T15:17:44Z	0.263	7.799	26.806
144	2014-09-04T15:47:44Z	0.258	7.797	26.781
145	2014-09-04T16:17:44Z	0.288	7.898	26.825
146	2014-09-04T16:47:44Z	0.272	7.899	26.727
147	2014-09-04T17:17:44Z	0.321	7.857	26.769
148	2014-09-04T17:47:44Z	0.239	7.747	26.804
149	2014-09-04T18:17:44Z	0.321	7.734	26.774
150	2014-09-04T18:47:44Z	0.246	7.804	26.779
151	2014-09-04T19:17:44Z	0.189	7.984	26.820
152	2014-09-04T19:47:44Z	0.310	8.510	26.704
153	2014-09-04T20:17:44Z	0.318	8.633	26.684
154	2014-09-04T20:47:44Z	0.315	8.418	26.654
155	2014-09-04T21:17:44Z	0.192	8.898	26.646
156	2014-09-04T21:47:44Z	0.297	8.617	26.551
157	2014-09-04T22:17:44Z	0.208	8.337	26.747
158	2014-09-04T22:47:44Z	0.253	8.508	26.679
159	2014-09-04T23:17:44Z	0.262	8.508	26.747
160	2014-09-04T23:47:44Z	0.314	8.760	26.649
161	2014-09-05T00:17:44Z	0.262	9.196	26.602
162	2014-09-05T00:47:44Z	0.218	9.340	26.515
163	2014-09-05T01:17:44Z	0.178	8.962	26.530
164	2014-09-05T01:47:44Z	0.314	8.090	26.593
165	2014-09-05T02:17:44Z	0.318	8.354	26.680
166	2014-09-05T02:47:44Z	0.233	7.972	26.684
167	2014-09-05T03:17:44Z	0.290	8.118	26.823
168	2014-09-05T03:47:44Z	0.280	7.971	26.801
169	2014-09-05T04:17:44Z	0.303	8.101	26.731
170	2014-09-05T04:47:44Z	0.249	8.132	26.817
171	2014-09-05T05:17:44Z	0.337	8.251	26.736
172	2014-09-05T05:47:44Z	0.320	8.317	26.698
173	2014-09-05T06:17:44Z	0.318	8.153	26.709
174	2014-09-05T06:47:44Z	0.260	8.328	26.672
175	2014-09-05T07:17:44Z	0.254	8.379	26.600
176	2014-09-05T07:47:44Z	0.304	8.432	26.704
177	2014-09-05T08:17:44Z	0.257	8.365	26.620
178	2014-09-05T08:47:44Z	0.260	8.723	26.618
179	2014-09-05T09:17:44Z	0.255	8.959	26.634
180	2014-09-05T09:47:44Z	0.198	9.304	26.487
181	2014-09-05T10:17:44Z	0.213	9.237	26.501
182	2014-09-05T10:47:44Z	0.226	9.175	26.635
183	2014-09-05T11:17:44Z	0.233	9.386	26.434
184	2014-09-05T11:47:44Z	0.225	8.949	26.490
185	2014-09-05T12:17:44Z	0.205	8.679	26.563
186	2014-09-05T12:47:44Z	0.273	8.543	26.732
187	2014-09-05T13:17:44Z	0.275	8.516	26.607
188	2014-09-05T13:47:44Z	0.310	8.353	26.649
189	2014-09-05T14:17:44Z	0.297	8.190	26.727
190	2014-09-05T14:47:44Z	0.276	8.106	26.762
191	2014-09-05T15:17:44Z	0.309	8.141	26.752
192	2014-09-05T15:47:44Z	0.363	8.159	26.776
193	2014-09-05T16:17:44Z	0.228	7.959	26.686
194	2014-09-05T16:47:44Z	0.217	8.086	26.578
195	2014-09-05T17:17:44Z	0.256	7.842	26.758
196	2014-09-05T17:47:44Z	0.266	7.932	26.774
197	2014-09-05T18:17:44Z	0.271	8.053	26.781
198	2014-09-05T18:47:44Z	0.194	8.034	26.729
199	2014-09-05T19:17:44Z	0.305	7.962	26.740
200	2014-09-05T19:47:44Z	0.241	8.052	26.713
201	2014-09-05T20:17:44Z	0.261	8.332	26.809
202	2014-09-05T20:47:44Z	0.271	8.969	26.630
203	2014-09-05T21:17:44Z	0.253	9.241	26.416
204	2014-09-05T21:47:44Z	0.240	9.163	26.608
205	2014-09-05T22:17:44Z	0.197	9.128	26.427
206	2014-09-05T22:47:44Z	0.248	9.180	26.525
207	2014-09-05T23:17:44Z	0.247	9.208	26.590
208	2014-09-05T23:47:44Z	0.216	9.129	26.515
209	2014-09-06T00:17:44Z	0.178	9.185	26.493
210	2014-09-06T00:47:44Z	0.209	9.034	26.605
211	2014-09-06T01:17:44Z	0.338	8.883	26.585
212	2014-09-06T01:47:44Z	0.263	8.823	26.572
213	2014-09-06T02:17:44Z	0.234	8.580	26.506
214	2014-09-06T02:47:44Z	0.289	8.168	26.701
215	2014-09-06T03:17:44Z	0.278	7.922	26.605
216	2014-09-06T03:47:44Z	0.300	7.792	26.836
217	2014-09-06T04:17:44Z	0.272	7.795	26.835
218	2014-09-06T04:47:44Z	0.310	7.841	26.827
219	2014-09-06T05:17:44Z	0.273	8.088	26.788
220	2014-09-06T05:47:44Z	0.301	8.217	26.748
221	2014-09-06T06:17:44Z	0.236	8.247	26.762
222	2014-09-06T06:47:44Z	0.346	8.282	26.657
223	2014-09-06T07:17:44Z	0.258	8.178	26.717
224	2014-09-06T07:47:44Z	0.194	8.314	26.609
225	2014-09-06T08:17:44Z	0.268	8.409	26.641
226	2014-09-06T08:47:44Z	0.280	8.741	26.645
227	2014-09-06T09:17:44Z	0.288	8.988	26.602
228	2014-09-06T09:47:44Z	0.301	8.804	26.587
229	2014-09-06T10:17:44Z	0.273	8.739	26.588
230	2014-09-06T10:47:44Z	0.217	8.504	26.700
231	2014-09-06T11:17:44Z	0.263	8.482	26.610
232	2014-09-06T11:47:44Z	0.250	8.780	26.630
233	2014-09-06T12:17:44Z	0.232	8.813	26.551
234	2014-09-06T12:47:44Z	0.281	8.767	26.665
235	2014-09-06T13:17:44Z	0.243	8.372	26.643
236	2014-09-06T13:47:44Z	0.334	8.616	26.610
237	2014-09-06T14:17:44Z	0.209	8.462	26.640
238	2014-09-06T14:47:44Z	0.195	8.393	26.649
239	2014-09-06T15:17:44Z	0.256	8.158	26.681
240	2014-09-06T15:47:44Z	0.250	8.162	26.712
241	2014-09-06T16:17:44Z	0.284	8.150	26.760
242	2014-09-06T16:47:44Z	0.288	8.096	26.791
243	2014-09-06T17:17:44Z	0.250	8.128	26.705
244	2014-09-06T17:47:44Z	0.267	8.121	26.748
245	2014-09-06T18:17:44Z	0.218	8.105	26.746
246	2014-09-06T18:47:44Z	0.292	8.299	26.649
247	2014-09-06T19:17:44Z	0.259	8.510	26.680
248	2014-09-06T19:47:44Z	0.247	8.438	26.578
249	2014-09-06T20:17:44Z	0.271	8.113	26.701
250	2014-09-06T20:47:44Z	0.252	8.342	26.648
251	2014-09-06T21:17:44Z	0.313	8.561	26.633
252	2014-09-06T21:47:44Z	0.233	8.597	26.512
253	2014-09-06T22:17:44Z	0.300	8.484	26.608
254	2014-09-06T22:47:44Z	0.261	8.306	26.683
255	2014-09-06T23:17:44Z	0.277	8.428	26.616
256	2014-09-06T23:47:44Z	0.273	8.640	26.618
257	2014-09-07T00:17:44Z	0.285	8.677	26.610
258	2014-09-07T00:47:44Z	0.244	8.633	26.625
259	2014-09-07T01:17:44Z	0.356	8.601	26.745
260	2014-09-07T01:47:44Z	0.263	8.767	26.608
261	2014-09-07T02:17:44Z	0.238	8.716	26.639
262	2014-09-07T02:47:44Z	0.259	8.440	26.665
263	2014-09-07T03:17:44Z	0.242	8.128	26.698
264	2014-09-07T03:47:44Z	0.308	8.078	26.713
265	2014-09-07T04:17:44Z	0.283	8.072	26.727
266	2014-09-07T04:47:44Z	0.271	8.269	26.718
267	2014-09-07T05:17:44Z	0.324	8.329	26.645
268	2014-09-07T05:47:44Z	0.313	8.242	26.731
269	2014-09-07T06:17:44Z	0.272	8.233	26.658
270	2014-09-07T06:47:44Z	0.245	8.268	26.678
271	2014-09-07T07:17:44Z	0.282	8.347	26.720
272	2014-09-07T07:47:44Z	0.307	8.537	26.647
273	2014-09-07T08:17:44Z	0.252	8.798	26.548
274	2014-09-07T08:47:44Z	0.239	8.461	26.613
275	2014-09-07T09:17:44Z	0.259	8.535	26.688
276	2014-09-07T09:47:44Z	0.296	8.805	26.610
277	2014-09-07T10:17:44Z	0.291	8.691	26.641
278	2014-09-07T10:47:44Z	0.308	8.680	26.590
279	2014-09-07T11:17:44Z	0.281	8.781	26.610
280	2014-09-07T11:47:44Z	0.281	8.874	26.495
281	2014-09-07T12:17:44Z	0.264	8.577	26.648
282	2014-09-07T12:47:44Z	0.236	9.014	26.625
283	2014-09-07T13:17:44Z	0.220	9.201	26.542
284	2014-09-07T13:47:44Z	0.250	8.925	26.539
285	2014-09-07T14:17:44Z	0.183	8.839	26.568
286	2014-09-07T14:47:44Z	0.230	8.606	26.652
287	2014-09-07T15:17:44Z	0.285	8.531	26.670
288	2014-09-07T15:47:44Z	0.310	8.103	26.642
289	2014-09-07T16:17:44Z	0.179	7.965	26.717
290	2014-09-07T16:47:44Z	0.283	8.030	26.719
291	2014-09-07T17:17:44Z	0.273	8.074	26.668
292	2014-09-07T17:47:44Z	0.270	8.131	26.784
293	2014-09-07T18:17:44Z	0.268	8.223	26.732
294	2014-09-07T18:47:44Z	0.287	8.075	26.666
295	2014-09-07T19:17:44Z	0.280	8.355	26.552
296	2014-09-07T19:47:44Z	0.298	8.222	26.734
297	2014-09-07T20:17:44Z	0.278	8.278	26.644
298	2014-09-07T20:47:44Z	0.257	8.328	26.687
299	2014-09-07T21:17:44Z	0.280	8.262	26.690
300	2014-09-07T21:47:44Z	0.251	8.358	26.634
301	2014-09-07T22:17:44Z	0.252	8.295	26.760
302	2014-09-07T22:47:44Z	0.267	8.453	26.671
303	2014-09-07T23:17:44Z	0.251	8.342	26.697
304	2014-09-07T23:47:44Z	0.274	8.392	26.603
305	2014-09-08T00:17:44Z	0.247	8.440	26.772
306	2014-09-08T00:47:44Z	0.303	8.527	26.678
307	2014-09-08T01:17:44Z	0.274	8.479	26.649
308	2014-09-08T01:47:44Z	0.233	8.405	26.642
309	2014-09-08T02:17:44Z	0.296	8.964	26.603
310	2014-09-08T02:47:44Z	0.299	9.246	26.607
311	2014-09-08T03:17:44Z	0.264	9.297	26.468
312	2014-09-08T03:47:44Z	0.324	9.083	26.606
313	2014-09-08T04:17:44Z	0.248	8.728	26.641
314	2014-09-08T04:47:44Z	0.186	8.337	26.616
315	2014-09-08T05:17:44Z	0.243	8.068	26.687
316	2014-09-08T05:47:44Z	0.259	8.200	26.714
317	2014-09-08T06:17:44Z	0.269	8.188	26.610
318	2014-09-08T06:47:44Z	0.267	8.312	26.701
319	2014-09-08T07:17:44Z	0.265	8.490	26.705
320	2014-09-08T07:47:44Z	0.346	8.847	26.586
321	2014-09-08T08:17:44Z	0.299	9.017	26.585
322	2014-09-08T08:47:44Z	0.268	8.980	26.539
323	2014-09-08T09:17:44Z	0.231	8.813	26.705
324	2014-09-08T09:47:44Z	0.371	8.757	26.497
325	2014-09-08T10:17:44Z	0.291	8.661	26.664
326	2014-09-08T10:47:44Z	0.225	8.355	26.788
327	2014-09-08T11:17:44Z	0.288	8.306	26.640
328	2014-09-08T11:47:44Z	0.323	8.168	26.731
329	2014-09-08T12:17:44Z	0.287	8.427	26.655
330	2014-09-08T12:47:44Z	0.246	8.656	26.649
331	2014-09-08T13:17:44Z	0.298	8.934	26.623
332	2014-09-08T13:47:44Z	0.294	9.046	26.668
333	2014-09-08T14:17:44Z	0.204	8.556	26.613
334	2014-09-08T14:47:44Z	0.294	9.010	26.449
335	2014-09-08T15:17:44Z	0.158	8.924	26.525
336	2014-09-08T15:47:44Z	0.286	9.158	26.607
337	2014-09-08T16:17:44Z	0.309	9.044	26.531
338	2014-09-08T16:47:44Z	0.280	8.824	26.594
339	2014-09-08T17:17:44Z	0.269	8.662	26.637
340	2014-09-08T17:47:44Z	0.269	8.417	26.529
341	2014-09-08T18:17:44Z	0.216	8.174	26.726
342	2014-09-08T18:47:44Z	0.318	8.158	26.859
343	2014-09-08T19:17:44Z	0.246	8.329	26.756
344	2014-09-08T19:47:44Z	0.324	8.475	26.691
345	2014-09-08T20:17:44Z	0.298	8.781	26.660
346	2014-09-08T20:47:44Z	0.244	8.685	26.504
347	2014-09-08T21:17:44Z	0.336	8.996	26.689
348	2014-09-08T21:47:44Z	0.278	9.247	26.608
349	2014-09-08T22:17:44Z	0.260	8.878	26.600
350	2014-09-08T22:47:44Z	0.268	8.531	26.680
351	2014-09-08T23:17:44Z	0.311	8.748	26.606
352	2014-09-08T23:47:44Z	0.222	9.054	26.512
353	2014-09-09T00:17:44Z	0.229	8.545	26.557
354	2014-09-09T00:47:44Z	0.273	8.649	26.678
355	2014-09-09T01:17:44Z	0.255	8.361	26.412
356	2014-09-09T01:47:44Z	0.277	8.849	26.829
357	2014-09-09T02:17:44Z	0.273	9.255	26.541
358	2014-09-09T02:47:44Z	0.315	9.216	26.499
359	2014-09-09T03:17:44Z	0.214	9.163	26.625
360	2014-09-09T03:47:44Z	0.225	9.436	26.550
361	2014-09-09T04:17:44Z	0.245	9.141	26.587
362	2014-09-09T04:47:44Z	0.238	9.148	26.555
363	2014-09-09T05:17:44Z	0.235	9.098	26.539
364	2014-09-09T05:47:44Z	0.323	8.725	26.667
365	2014-09-09T06:17:44Z	0.247	8.322	26.624
366	2014-09-09T06:47:44Z	0.259	8.331	26.797
367	2014-09-09T07:17:44Z	0.264	7.958	26.602
368	2014-09-09T07:47:44Z	0.285	7.904	26.694
369	2014-09-09T08:17:44Z	0.321	8.339	26.836
370	2014-09-09T08:47:44Z	0.257	8.861	26.674
371	2014-09-09T09:17:44Z	0.262	8.643	26.657
372	2014-09-09T09:47:44Z	0.267	8.680	26.682
373	2014-09-09T10:17:44Z	0.235	8.668	26.646
374	2014-09-09T10:47:44Z	0.272	8.359	26.610
375	2014-09-09T11:17:44Z	0.303	8.184	26.672
376	2014-09-09T11:47:44Z	0.274	8.142	26.713
377	2014-09-09T12:17:44Z	0.250	8.606	26.691
378	2014-09-09T12:47:44Z	0.267	8.865	26.615
379	2014-09-09T13:17:44Z	0.314	8.890	26.701
380	2014-09-09T13:47:44Z	0.283	9.237	26.601
381	2014-09-09T14:17:44Z	0.274	9.302	26.566
382	2014-09-09T14:47:44Z	0.346	9.445	26.500
383	2014-09-09T15:17:44Z	0.268	9.067	26.502
384	2014-09-09T15:47:44Z	0.233	9.019	26.515
385	2014-09-09T16:17:44Z	0.248	8.754	26.669
386	2014-09-09T16:47:44Z	0.275	8.402	26.666
387	2014-09-09T17:17:44Z	0.237	8.300	26.764
388	2014-09-09T17:47:44Z	0.285	8.329	26.673
389	2014-09-09T18:17:44Z	0.312	8.420	26.830
390	2014-09-09T18:47:44Z	0.233	8.317	26.644
391	2014-09-09T19:17:44Z	0.279	8.158	26.744
392	2014-09-09T19:47:44Z	0.285	8.143	26.735
393	2014-09-09T20:17:44Z	0.200	8.212	26.735
394	2014-09-09T20:47:44Z	0.296	8.269	26.666
395	2014-09-09T21:17:44Z	0.308	8.246	26.667
396	2014-09-09T21:47:44Z	0.235	8.231	26.825
397	2014-09-09T22:17:44Z	0.301	8.821	26.664
398	2014-09-09T22:47:44Z	0.255	8.756	26.734
399	2014-09-09T23:17:44Z	0.250	9.140	26.616
400	2014-09-09T23:47:44Z	0.240	9.094	26.594
401	2014-09-10T00:17:44Z	0.257	8.989	26.596
402	2014-09-10T00:47:44Z	0.261	8.586	26.616
403	2014-09-10T01:17:44Z	0.310	8.427	26.657
404	2014-09-10T01:47:44Z	0.313	8.483	26.636
405	2014-09-10T02:17:44Z	0.307	8.477	26.724
406	2014-09-10T02:47:44Z	0.247	8.822	26.726
407	2014-09-10T03:17:44Z	0.279	8.440	26.673
408	2014-09-10T03:47:44Z	0.317	8.510	26.754
409	2014-09-10T04:17:44Z	0.241	9.401	26.659
410	2014-09-10T04:47:44Z	0.293	9.555	26.468
411	2014-09-10T05:17:44Z	0.222	8.789	26.515
412	2014-09-10T05:47:44Z	0.235	8.642	26.586
413	2014-09-10T06:17:44Z	0.316	8.321	26.673
414	2014-09-10T06:47:44Z	0.318	8.252	26.711
415	2014-09-10T07:17:44Z	0.241	8.331	26.731
416	2014-09-10T07:47:44Z	0.287	8.623	26.621
417	2014-09-10T08:17:44Z	0.272	8.504	26.629
418	2014-09-10T08:47:44Z	0.265	8.560	26.653
419	2014-09-10T09:17:44Z	0.262	8.725	26.656
420	2014-09-10T09:47:44Z	0.258	8.779	26.603
421	2014-09-10T10:17:44Z	0.221	8.988	26.607
422	2014-09-10T10:47:44Z	0.196	9.068	26.596
423	2014-09-10T11:17:44Z	0.328	8.748	26.743
424	2014-09-10T11:47:44Z	0.309	8.599	26.811
425	2014-09-10T12:17:44Z	0.271	8.779	26.665
426	2014-09-10T12:47:44Z	0.245	8.734	26.655
427	2014-09-10T13:17:44Z	0.294	8.875	26.493
428	2014-09-10T13:47:44Z	0.268	8.729	26.570
429	2014-09-10T14:17:44Z	0.257	8.877	26.695
430	2014-09-10T14:47:44Z	0.257	9.265	26.621
431	2014-09-10T15:17:44Z	0.313	9.245	26.535
432	2014-09-10T15:47:44Z	0.231	9.051	26.626
433	2014-09-10T16:17:44Z	0.266	8.967	26.595
434	2014-09-10T16:47:44Z	0.301	9.183	26.584
435	2014-09-10T17:17:44Z	0.237	9.053	26.551
436	2014-09-10T17:47:44Z	0.236	8.920	26.573
437	2014-09-10T18:17:44Z	0.213	8.523	26.599
438	2014-09-10T18:47:44Z	0.306	9.290	26.730
439	2014-09-10T19:17:44Z	0.180	8.983	26.531
440	2014-09-10T19:47:44Z	0.257	9.469	26.412
441	2014-09-10T20:17:44Z	0.271	9.160	26.546
442	2014-09-10T20:47:44Z	0.273	8.937	26.476
443	2014-09-10T21:17:44Z	0.275	8.461	26.644
444	2014-09-10T21:47:44Z	0.289	8.853	26.688
445	2014-09-10T22:17:44Z	0.321	8.755	26.599
446	2014-09-10T22:47:44Z	0.263	8.476	26.568
447	2014-09-10T23:17:44Z	0.264	8.480	26.643
448	2014-09-10T23:47:44Z	0.260	8.145	26.735
449	2014-09-11T00:17:44Z	0.288	8.334	26.784
450	2014-09-11T00:47:44Z	0.317	8.490	26.694
451	2014-09-11T01:17:44Z	0.252	8.946	26.710
452	2014-09-11T01:47:44Z	0.315	9.059	26.653
453	2014-09-11T02:17:44Z	0.227	9.356	26.412
454	2014-09-11T02:47:44Z	0.300	9.082	26.528
455	2014-09-11T03:17:44Z	0.220	8.940	26.621
456	2014-09-11T03:47:44Z	0.261	8.630	26.677
457	2014-09-11T04:17:44Z	0.284	8.608	26.689
458	2014-09-11T04:47:44Z	0.271	8.535	26.559
459	2014-09-11T05:17:44Z	0.240	8.309	26.675
460	2014-09-11T05:47:44Z	0.296	7.963	26.769
461	2014-09-11T06:17:44Z	0.255	7.817	26.797
462	2014-09-11T06:47:44Z	0.257	7.977	26.780
463	2014-09-11T07:17:44Z	0.255	7.955	26.699
464	2014-09-11T07:47:44Z	0.221	7.818	26.789
465	2014-09-11T08:17:44Z	0.301	7.768	26.905
466	2014-09-11T08:47:44Z	0.228	8.122	26.810
467	2014-09-11T09:17:44Z	0.269	8.144	26.733
468	2014-09-11T09:47:44Z	0.283	8.138	26.763
469	2014-09-11T10:17:44Z	0.284	8.355	26.747
470	2014-09-11T10:47:44Z	0.283	8.499	26.720
471	2014-09-11T11:17:44Z	0.284	8.411	26.713
472	2014-09-11T11:47:44Z	0.278	8.476	26.726
473	2014-09-11T12:17:44Z	0.288	8.297	26.635
474	2014-09-11T12:47:44Z	0.234	8.285	26.675
475	2014-09-11T13:17:44Z	0.297	8.161	26.782
476	2014-09-11T13:47:44Z	0.305	8.107	26.833
477	2014-09-11T14:17:44Z	0.293	8.340	26.674
478	2014-09-11T14:47:44Z	0.292	8.428	26.776
479	2014-09-11T15:17:44Z	0.227	8.764	26.625
480	2014-09-11T15:47:44Z	0.334	8.890	26.694
