#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
51	2015-02-12T17:26:05Z	32.950	7.420	26.213
52	2015-02-12T17:56:05Z	32.342	7.410	26.161
53	2015-02-12T18:26:05Z	33.668	7.376	26.151
54	2015-02-12T18:56:05Z	33.319	7.369	26.146
55	2015-02-12T19:26:05Z	40.839	7.233	25.979
56	2015-02-12T19:56:05Z	32.342	7.267	26.058
57	2015-02-12T20:26:05Z	42.393	7.085	25.856
58	2015-02-12T20:56:05Z	42.546	7.043	25.865
59	2015-02-12T21:26:05Z	42.911	7.023	25.825
60	2015-02-12T21:56:05Z	41.262	7.097	25.928
61	2015-02-12T22:26:05Z	45.145	6.973	25.805
62	2015-02-12T22:56:05Z	43.371	7.004	25.834
63	2015-02-12T23:26:05Z	42.542	7.001	25.793
64	2015-02-12T23:56:05Z	42.718	7.009	25.819
65	2015-02-13T00:26:05Z	37.362	7.167	26.143
66	2015-02-13T00:56:05Z	36.892	7.168	26.072
67	2015-02-13T01:26:05Z	34.693	6.835	25.952
68	2015-02-13T01:56:05Z	36.357	6.764	25.949
69	2015-02-13T02:26:05Z	36.848	6.853	26.079
70	2015-02-13T02:56:05Z	37.242	7.064	25.975
71	2015-02-13T03:26:05Z	35.609	7.058	25.911
72	2015-02-13T03:56:05Z	35.184	7.016	25.995
73	2015-02-13T04:26:05Z	34.308	7.059	25.944
74	2015-02-13T04:56:05Z	34.761	6.972	25.917
75	2015-02-13T05:26:05Z	39.406	6.996	25.831
76	2015-02-13T05:56:05Z	37.117	6.938	25.803
77	2015-02-13T06:26:05Z	37.039	6.934	25.751
78	2015-02-13T06:56:05Z	37.868	6.915	25.777
79	2015-02-13T07:26:05Z	37.095	6.911	25.778
80	2015-02-13T07:56:05Z	37.520	6.920	25.831
81	2015-02-13T08:26:05Z	37.428	6.902	25.861
82	2015-02-13T08:56:05Z	37.200	6.871	25.826
83	2015-02-13T09:26:05Z	37.661	6.872	25.808
84	2015-02-13T09:56:05Z	37.950	6.902	25.817
85	2015-02-13T10:26:05Z	38.690	6.901	25.746
86	2015-02-13T10:56:05Z	40.352	6.909	25.855
87	2015-02-13T11:26:05Z	42.770	6.932	25.981
88	2015-02-13T11:56:05Z	36.562	6.987	25.978
89	2015-02-13T12:26:05Z	32.454	7.023	25.999
90	2015-02-13T12:56:05Z	32.776	6.970	26.038
91	2015-02-13T13:26:05Z	30.239	7.142	26.173
92	2015-02-13T13:56:05Z	27.697	7.210	26.259
93	2015-02-13T14:26:05Z	29.123	7.163	26.175
94	2015-02-13T14:56:05Z	31.213	7.190	26.179
95	2015-02-13T15:26:05Z	28.672	7.297	26.217
96	2015-02-13T15:56:05Z	24.451	7.325	26.214
97	2015-02-13T16:26:05Z	30.809	7.353	26.229
98	2015-02-13T16:56:05Z	25.787	7.272	26.285
99	2015-02-13T17:26:05Z	28.091	7.283	26.236
100	2015-02-13T17:56:05Z	34.632	7.123	25.922
101	2015-02-13T18:26:05Z	33.418	7.178	26.160
102	2015-02-13T18:56:05Z	36.419	7.060	26.132
103	2015-02-13T19:26:05Z	36.416	6.996	26.047
104	2015-02-13T19:56:05Z	34.806	6.958	25.987
105	2015-02-13T20:26:05Z	34.392	6.887	25.903
106	2015-02-13T20:56:05Z	36.043	6.789	25.833
107	2015-02-13T21:26:05Z	36.541	6.780	25.892
108	2015-02-13T21:56:05Z	35.738	6.799	25.947
109	2015-02-13T22:26:05Z	33.627	6.871	25.902
110	2015-02-13T22:56:05Z	32.416	6.923	25.972
111	2015-02-13T23:26:05Z	26.030	7.132	26.142
112	2015-02-13T23:56:05Z	26.929	7.156	26.132
113	2015-02-14T00:26:05Z	26.655	7.179	26.200
114	2015-02-14T00:56:05Z	26.834	7.182	26.144
115	2015-02-14T01:26:05Z	26.074	7.188	26.147
116	2015-02-14T01:56:05Z	24.949	7.199	26.148
117	2015-02-14T02:26:05Z	26.288	7.195	26.145
118	2015-02-14T02:56:05Z	26.281	7.195	26.146
119	2015-02-14T03:26:05Z	26.496	7.205	26.200
120	2015-02-14T03:56:05Z	26.480	7.191	26.149
121	2015-02-14T04:26:05Z	25.933	7.217	26.344
122	2015-02-14T04:56:05Z	19.532	7.314	26.339
123	2015-02-14T05:26:05Z	21.966	7.309	26.238
124	2015-02-14T05:56:05Z	22.383	7.281	26.251
125	2015-02-14T06:26:05Z	23.064	7.249	26.235
126	2015-02-14T06:56:05Z	24.730	7.207	26.206
127	2015-02-14T07:26:05Z	25.074	7.192	26.105
128	2015-02-14T07:56:05Z	24.598	7.170	26.135
129	2015-02-14T08:26:05Z	31.430	7.014	25.989
130	2015-02-14T08:56:05Z	35.090	6.901	25.891
131	2015-02-14T09:26:05Z	34.932	6.902	25.857
132	2015-02-14T09:56:05Z	34.133	6.915	25.884
133	2015-02-14T10:26:05Z	33.894	6.916	25.964
134	2015-02-14T10:56:05Z	32.449	7.009	25.992
135	2015-02-14T11:26:05Z	33.924	7.056	26.022
136	2015-02-14T11:56:05Z	34.237	7.062	25.992
137	2015-02-14T12:26:05Z	34.455	7.053	26.054
138	2015-02-14T12:56:05Z	33.959	7.072	26.014
139	2015-02-14T13:26:05Z	35.044	7.059	26.051
140	2015-02-14T13:56:05Z	36.484	7.071	25.999
141	2015-02-14T14:26:05Z	33.454	7.020	25.927
142	2015-02-14T14:56:05Z	31.240	7.057	26.029
143	2015-02-14T15:26:05Z	32.256	7.088	26.210
144	2015-02-14T15:56:05Z	25.882	7.191	26.232
145	2015-02-14T16:26:05Z	21.971	7.251	26.218
146	2015-02-14T16:56:05Z	20.909	7.267	26.290
147	2015-02-14T17:26:05Z	20.628	7.272	26.254
148	2015-02-14T17:56:05Z	21.981	7.272	26.236
149	2015-02-14T18:26:05Z	29.936	7.303	26.140
150	2015-02-14T18:56:05Z	32.170	7.292	26.088
151	2015-02-14T19:26:05Z	34.168	7.191	25.910
152	2015-02-14T19:56:05Z	33.127	7.192	26.084
153	2015-02-14T20:26:05Z	37.067	7.191	26.044
154	2015-02-14T20:56:05Z	34.800	7.130	25.950
155	2015-02-14T21:26:05Z	36.810	7.074	26.019
156	2015-02-14T21:56:05Z	41.895	6.822	25.872
157	2015-02-14T22:26:05Z	38.987	6.900	25.886
158	2015-02-14T22:56:05Z	38.703	6.953	25.949
159	2015-02-14T23:26:05Z	35.599	7.057	26.082
160	2015-02-14T23:56:05Z	33.398	7.154	26.070
161	2015-02-15T00:26:05Z	35.636	7.066	25.946
162	2015-02-15T00:56:05Z	33.946	7.155	26.237
163	2015-02-15T01:26:05Z	28.711	7.218	26.172
164	2015-02-15T01:56:05Z	26.418	7.223	26.234
165	2015-02-15T02:26:05Z	31.695	7.231	26.077
166	2015-02-15T02:56:05Z	34.229	7.187	26.150
167	2015-02-15T03:26:05Z	30.095	7.229	26.206
168	2015-02-15T03:56:05Z	31.468	7.268	26.184
169	2015-02-15T04:26:05Z	31.147	7.271	26.179
170	2015-02-15T04:56:05Z	34.645	7.206	26.112
171	2015-02-15T05:26:05Z	34.035	7.203	26.047
172	2015-02-15T05:56:05Z	23.197	7.272	26.295
173	2015-02-15T06:26:05Z	24.336	7.289	26.194
174	2015-02-15T06:56:05Z	31.503	7.383	26.190
175	2015-02-15T07:26:05Z	32.898	7.370	26.128
176	2015-02-15T07:56:05Z	33.517	7.289	26.072
177	2015-02-15T08:26:05Z	34.508	7.225	26.035
178	2015-02-15T08:56:05Z	35.003	7.220	26.192
179	2015-02-15T09:26:05Z	38.442	7.097	25.971
180	2015-02-15T09:56:05Z	38.720	7.027	25.884
181	2015-02-15T10:26:05Z	41.729	6.967	25.806
182	2015-02-15T10:56:05Z	41.183	6.979	25.956
183	2015-02-15T11:26:05Z	40.138	7.006	25.885
184	2015-02-15T11:56:05Z	32.608	7.169	26.043
185	2015-02-15T12:26:05Z	41.075	7.033	25.946
186	2015-02-15T12:56:05Z	40.382	7.014	26.011
187	2015-02-15T13:26:05Z	40.679	7.042	25.959
188	2015-02-15T13:56:05Z	46.631	6.936	25.891
189	2015-02-15T14:26:05Z	45.950	6.921	25.752
190	2015-02-15T14:56:05Z	34.552	7.172	26.090
191	2015-02-15T15:26:05Z	32.492	7.244	26.183
192	2015-02-15T15:56:05Z	24.026	7.309	26.336
193	2015-02-15T16:26:05Z	23.294	7.416	26.432
194	2015-02-15T16:56:05Z	22.452	7.459	26.473
195	2015-02-15T17:26:05Z	22.632	7.456	26.402
196	2015-02-15T17:56:05Z	20.843	7.507	26.465
197	2015-02-15T18:26:05Z	20.653	7.521	26.491
198	2015-02-15T18:56:05Z	24.658	7.402	26.280
199	2015-02-15T19:26:05Z	22.479	7.435	26.404
200	2015-02-15T19:56:05Z	22.957	7.389	26.230
201	2015-02-15T20:26:05Z	23.899	7.369	26.260
202	2015-02-15T20:56:05Z	24.176	7.366	26.273
203	2015-02-15T21:26:05Z	25.502	7.334	26.253
204	2015-02-15T21:56:05Z	25.558	7.321	26.194
205	2015-02-15T22:26:05Z	28.600	7.291	26.075
206	2015-02-15T22:56:05Z	28.952	7.238	26.043
207	2015-02-15T23:26:05Z	31.622	7.156	25.993
208	2015-02-15T23:56:05Z	29.430	7.146	25.960
209	2015-02-16T00:26:05Z	30.976	7.196	26.105
210	2015-02-16T00:56:05Z	32.226	7.211	26.102
211	2015-02-16T01:26:05Z	32.238	7.155	26.038
212	2015-02-16T01:56:05Z	36.192	7.122	26.016
213	2015-02-16T02:26:05Z	26.663	7.229	26.279
214	2015-02-16T02:56:05Z	26.558	7.289	26.197
215	2015-02-16T03:26:05Z	27.839	7.304	26.272
216	2015-02-16T03:56:05Z	28.029	7.330	26.309
217	2015-02-16T04:26:05Z	25.007	7.395	26.347
218	2015-02-16T04:56:05Z	15.642	7.559	26.523
219	2015-02-16T05:26:05Z	12.319	7.672	26.589
220	2015-02-16T05:56:05Z	12.322	7.649	26.488
221	2015-02-16T06:26:05Z	18.645	7.667	26.576
222	2015-02-16T06:56:05Z	16.991	7.644	26.482
223	2015-02-16T07:26:05Z	21.748	7.566	26.537
224	2015-02-16T07:56:05Z	23.185	7.516	26.461
225	2015-02-16T08:26:05Z	21.780	7.567	26.552
226	2015-02-16T08:56:05Z	22.664	7.509	26.425
227	2015-02-16T09:26:05Z	24.623	7.386	26.263
228	2015-02-16T09:56:05Z	25.187	7.464	26.445
229	2015-02-16T10:26:05Z	24.129	7.430	26.366
230	2015-02-16T10:56:05Z	26.013	7.387	26.395
231	2015-02-16T11:26:05Z	26.514	7.375	26.145
232	2015-02-16T11:56:05Z	27.860	7.332	26.255
233	2015-02-16T12:26:05Z	28.695	7.292	26.267
234	2015-02-16T12:56:05Z	27.266	7.326	26.221
235	2015-02-16T13:26:05Z	28.470	7.293	26.286
236	2015-02-16T13:56:05Z	25.903	7.379	26.331
237	2015-02-16T14:26:05Z	25.998	7.415	26.322
238	2015-02-16T14:56:05Z	25.771	7.440	26.327
239	2015-02-16T15:26:05Z	24.047	7.486	26.493
240	2015-02-16T15:56:05Z	24.643	7.462	26.398
241	2015-02-16T16:26:05Z	22.789	7.512	26.489
242	2015-02-16T16:56:05Z	25.516	7.508	26.455
243	2015-02-16T17:26:05Z	21.856	7.572	26.531
244	2015-02-16T17:56:05Z	21.311	7.596	26.629
245	2015-02-16T18:26:05Z	21.872	7.607	26.603
246	2015-02-16T18:56:05Z	23.455	7.584	26.535
247	2015-02-16T19:26:05Z	23.955	7.552	26.411
248	2015-02-16T19:56:05Z	23.543	7.536	26.436
249	2015-02-16T20:26:05Z	25.690	7.482	26.357
250	2015-02-16T20:56:05Z	29.441	7.421	26.401
251	2015-02-16T21:26:05Z	27.269	7.463	26.531
252	2015-02-16T21:56:05Z	24.604	7.524	26.535
253	2015-02-16T22:26:05Z	26.025	7.483	26.451
254	2015-02-16T22:56:05Z	27.366	7.437	26.389
255	2015-02-16T23:26:05Z	27.359	7.375	26.287
256	2015-02-16T23:56:05Z	29.801	7.355	26.327
257	2015-02-17T00:26:05Z	28.455	7.320	26.195
258	2015-02-17T00:56:05Z	40.917	7.140	26.220
259	2015-02-17T01:26:05Z	39.500	7.147	26.263
260	2015-02-17T01:56:05Z	44.960	6.990	26.214
261	2015-02-17T02:26:05Z	41.213	7.050	26.237
262	2015-02-17T02:56:05Z	37.270	7.228	26.505
263	2015-02-17T03:26:05Z	25.061	7.458	26.512
264	2015-02-17T03:56:05Z	23.667	7.516	26.532
265	2015-02-17T04:26:05Z	39.005	7.207	26.376
266	2015-02-17T04:56:05Z	25.884	7.452	26.506
267	2015-02-17T05:26:05Z	24.147	7.518	26.506
268	2015-02-17T05:56:05Z	23.862	7.547	26.559
269	2015-02-17T06:26:05Z	22.649	7.547	26.498
270	2015-02-17T06:56:05Z	22.758	7.546	26.397
271	2015-02-17T07:26:05Z	21.723	7.589	26.601
272	2015-02-17T07:56:05Z	24.433	7.513	26.455
273	2015-02-17T08:26:05Z	32.884	7.395	26.545
274	2015-02-17T08:56:05Z	29.141	7.468	26.560
275	2015-02-17T09:26:05Z	26.398	7.513	26.570
276	2015-02-17T09:56:05Z	31.849	7.411	26.515
277	2015-02-17T10:26:05Z	30.930	7.419	26.480
278	2015-02-17T10:56:05Z	32.186	7.359	26.432
279	2015-02-17T11:26:05Z	30.322	7.360	26.368
280	2015-02-17T11:56:05Z	36.859	7.234	26.367
281	2015-02-17T12:26:05Z	34.508	7.249	26.307
282	2015-02-17T12:56:05Z	33.530	7.238	26.258
283	2015-02-17T13:26:05Z	41.604	7.062	26.142
284	2015-02-17T13:56:05Z	41.688	7.065	26.339
285	2015-02-17T14:26:05Z	29.688	7.304	26.339
286	2015-02-17T14:56:05Z	27.961	7.374	26.419
287	2015-02-17T15:26:05Z	33.599	7.294	26.415
288	2015-02-17T15:56:05Z	33.289	7.295	26.498
289	2015-02-17T16:26:05Z	35.254	7.297	26.476
290	2015-02-17T16:56:05Z	36.865	7.272	26.488
291	2015-02-17T17:26:05Z	34.753	7.323	26.511
292	2015-02-17T17:56:05Z	29.025	7.464	26.639
293	2015-02-17T18:26:05Z	7.863	7.817	26.773
294	2015-02-17T18:56:05Z	7.697	7.847	26.769
295	2015-02-17T19:26:05Z	8.432	7.831	26.755
296	2015-02-17T19:56:05Z	12.492	7.802	26.682
297	2015-02-17T20:26:05Z	18.224	7.678	26.598
298	2015-02-17T20:56:05Z	29.432	7.499	26.465
299	2015-02-17T21:26:05Z	31.279	7.442	26.544
300	2015-02-17T21:56:05Z	23.111	7.544	26.666
301	2015-02-17T22:26:05Z	22.385	7.581	26.678
302	2015-02-17T22:56:05Z	25.431	7.531	26.646
303	2015-02-17T23:26:05Z	25.586	7.524	26.629
304	2015-02-17T23:56:05Z	24.885	7.550	26.787
305	2015-02-18T00:26:05Z	23.233	7.522	26.608
306	2015-02-18T00:56:05Z	25.995	7.531	26.651
307	2015-02-18T01:26:05Z	27.786	7.458	26.474
308	2015-02-18T01:56:05Z	18.241	7.583	26.546
309	2015-02-18T02:26:05Z	16.524	7.602	26.611
310	2015-02-18T02:56:05Z	4.362	7.908	26.947
311	2015-02-18T03:26:05Z	13.166	7.775	26.884
312	2015-02-18T03:56:05Z	10.076	7.814	26.849
313	2015-02-18T04:26:05Z	16.322	7.722	26.803
314	2015-02-18T04:56:05Z	15.041	7.707	26.815
315	2015-02-18T05:26:05Z	21.122	7.633	26.851
316	2015-02-18T05:56:05Z	17.936	7.672	26.724
317	2015-02-18T06:26:05Z	14.180	7.717	26.811
318	2015-02-18T06:56:05Z	17.152	7.676	26.770
319	2015-02-18T07:26:05Z	13.478	7.687	26.780
320	2015-02-18T07:56:05Z	15.530	7.694	26.900
321	2015-02-18T08:26:05Z	25.851	7.460	26.643
322	2015-02-18T08:56:05Z	40.621	7.203	26.774
323	2015-02-18T09:26:05Z	42.403	7.131	26.832
324	2015-02-18T09:56:05Z	19.402	7.554	27.134
325	2015-02-18T10:26:05Z	21.512	7.545	26.736
326	2015-02-18T10:56:05Z	37.537	7.148	26.307
327	2015-02-18T11:26:05Z	23.824	7.520	26.727
328	2015-02-18T11:56:05Z	18.793	7.558	26.751
329	2015-02-18T12:26:05Z	22.789	7.553	26.637
330	2015-02-18T12:56:05Z	22.695	7.602	26.701
331	2015-02-18T13:26:05Z	22.280	7.601	26.727
332	2015-02-18T13:56:05Z	31.931	7.339	26.467
333	2015-02-18T14:26:05Z	46.545	7.014	26.475
334	2015-02-18T14:56:05Z	48.200	6.880	26.545
335	2015-02-18T15:26:05Z	47.521	6.846	26.529
336	2015-02-18T15:56:05Z	48.388	6.825	26.507
337	2015-02-18T16:26:05Z	47.624	6.835	26.511
338	2015-02-18T16:56:05Z	47.034	6.879	26.534
339	2015-02-18T17:26:05Z	46.008	6.895	26.558
340	2015-02-18T17:56:05Z	45.376	6.922	26.620
341	2015-02-18T18:26:05Z	40.074	7.128	26.793
342	2015-02-18T18:56:05Z	43.666	6.983	26.597
343	2015-02-18T19:26:05Z	21.638	7.456	26.988
344	2015-02-18T19:56:05Z	25.622	7.412	26.738
345	2015-02-18T20:26:05Z	38.879	7.164	26.471
346	2015-02-18T20:56:05Z	37.854	7.324	26.608
347	2015-02-18T21:26:05Z	40.276	7.118	26.572
348	2015-02-18T21:56:05Z	45.576	7.005	26.547
349	2015-02-18T22:26:05Z	36.211	7.139	26.590
350	2015-02-18T22:56:05Z	38.130	7.104	26.556
351	2015-02-18T23:26:05Z	42.477	7.029	26.600
352	2015-02-18T23:56:05Z	41.860	7.033	26.597
353	2015-02-19T00:26:05Z	43.750	6.967	26.508
354	2015-02-19T00:56:05Z	43.039	6.944	26.447
355	2015-02-19T01:26:05Z	43.520	6.893	26.439
356	2015-02-19T01:56:05Z	44.836	6.877	26.431
357	2015-02-19T02:26:05Z	47.706	6.778	26.323
358	2015-02-19T02:56:05Z	47.580	6.750	26.389
359	2015-02-19T03:26:05Z	48.061	6.775	26.338
360	2015-02-19T03:56:05Z	49.546	6.745	26.361
361	2015-02-19T04:26:05Z	39.796	7.105	26.783
362	2015-02-19T04:56:05Z	30.853	7.309	26.701
363	2015-02-19T05:26:05Z	18.066	7.487	26.745
364	2015-02-19T05:56:05Z	18.805	7.525	26.720
365	2015-02-19T06:26:05Z	22.045	7.407	26.495
366	2015-02-19T06:56:05Z	20.168	7.477	26.700
367	2015-02-19T07:26:05Z	32.265	7.326	26.595
368	2015-02-19T07:56:05Z	31.275	7.303	26.542
369	2015-02-19T08:26:05Z	40.249	7.148	26.507
370	2015-02-19T08:56:05Z	44.383	7.007	26.462
371	2015-02-19T09:26:05Z	39.179	7.155	26.551
372	2015-02-19T09:56:05Z	32.892	7.202	26.532
373	2015-02-19T10:26:05Z	37.906	7.110	26.531
374	2015-02-19T10:56:05Z	36.363	7.075	26.480
375	2015-02-19T11:26:05Z	37.195	7.038	26.439
376	2015-02-19T11:56:05Z	39.752	6.998	26.460
377	2015-02-19T12:26:05Z	39.847	6.947	26.381
378	2015-02-19T12:56:05Z	40.980	6.922	26.363
379	2015-02-19T13:26:05Z	42.196	6.901	26.347
380	2015-02-19T13:56:05Z	41.056	6.915	26.350
381	2015-02-19T14:26:05Z	39.725	6.952	26.420
382	2015-02-19T14:56:05Z	38.016	7.008	26.416
383	2015-02-19T15:26:05Z	39.487	7.043	26.538
384	2015-02-19T15:56:05Z	42.244	6.992	26.461
385	2015-02-19T16:26:05Z	40.319	7.033	26.500
386	2015-02-19T16:56:05Z	33.193	7.097	26.547
387	2015-02-19T17:26:05Z	31.814	7.125	26.520
388	2015-02-19T17:56:05Z	27.628	7.214	26.597
389	2015-02-19T18:26:05Z	26.507	7.260	26.597
390	2015-02-19T18:56:05Z	24.528	7.278	26.627
391	2015-02-19T19:26:05Z	24.809	7.265	26.518
392	2015-02-19T19:56:05Z	26.987	7.209	26.487
393	2015-02-19T20:26:05Z	29.184	7.171	26.493
394	2015-02-19T20:56:05Z	30.851	7.170	26.480
395	2015-02-19T21:26:05Z	22.118	7.339	26.637
396	2015-02-19T21:56:05Z	21.872	7.339	26.577
397	2015-02-19T22:26:05Z	24.484	7.291	26.619
398	2015-02-19T22:56:05Z	21.713	7.318	26.572
399	2015-02-19T23:26:05Z	21.038	7.314	26.598
400	2015-02-19T23:56:05Z	27.545	7.258	26.639
401	2015-02-20T00:26:05Z	21.403	7.330	26.555
402	2015-02-20T00:56:05Z	23.547	7.290	26.571
403	2015-02-20T01:26:05Z	34.032	7.141	26.472
404	2015-02-20T01:56:05Z	37.572	6.965	26.352
405	2015-02-20T02:26:05Z	44.157	6.854	26.301
406	2015-02-20T02:56:05Z	43.553	6.935	26.445
407	2015-02-20T03:26:05Z	37.186	7.102	26.658
408	2015-02-20T03:56:05Z	28.756	7.226	26.575
409	2015-02-20T04:26:05Z	21.549	7.308	26.632
410	2015-02-20T04:56:05Z	27.843	7.270	26.582
411	2015-02-20T05:26:05Z	24.740	7.262	26.523
412	2015-02-20T05:56:05Z	20.325	7.354	26.659
413	2015-02-20T06:26:05Z	15.662	7.459	26.732
414	2015-02-20T06:56:05Z	24.716	7.402	26.826
415	2015-02-20T07:26:05Z	25.954	7.351	26.731
416	2015-02-20T07:56:05Z	26.218	7.402	26.767
417	2015-02-20T08:26:05Z	25.307	7.460	26.735
418	2015-02-20T08:56:05Z	16.136	7.448	26.628
419	2015-02-20T09:26:05Z	33.447	7.179	26.500
420	2015-02-20T09:56:05Z	45.029	6.931	26.419
421	2015-02-20T10:26:05Z	35.630	6.999	26.290
422	2015-02-20T10:56:05Z	38.827	6.967	26.322
423	2015-02-20T11:26:05Z	34.757	7.047	26.473
424	2015-02-20T11:56:05Z	49.461	6.642	26.202
425	2015-02-20T12:26:05Z	52.807	6.465	26.029
426	2015-02-20T12:56:05Z	51.493	6.538	26.176
427	2015-02-20T13:26:05Z	49.405	6.607	26.188
428	2015-02-20T13:56:05Z	50.763	6.530	26.112
429	2015-02-20T14:26:05Z	52.116	6.560	26.218
430	2015-02-20T14:56:05Z	50.333	6.621	26.210
431	2015-02-20T15:26:05Z	47.466	6.677	26.254
432	2015-02-20T15:56:05Z	49.864	6.561	26.205
433	2015-02-20T16:26:05Z	46.064	6.588	26.245
434	2015-02-20T16:56:05Z	43.562	6.698	26.338
435	2015-02-20T17:26:05Z	44.312	6.656	26.282
436	2015-02-20T17:56:05Z	44.078	6.686	26.396
437	2015-02-20T18:26:05Z	47.640	6.534	26.099
438	2015-02-20T18:56:05Z	48.029	6.513	26.327
439	2015-02-20T19:26:05Z	50.144	6.418	26.111
440	2015-02-20T19:56:05Z	46.092	6.624	26.432
441	2015-02-20T20:26:05Z	46.054	6.528	26.155
442	2015-02-20T20:56:05Z	45.550	6.593	26.221
443	2015-02-20T21:26:05Z	44.822	6.642	26.295
444	2015-02-20T21:56:05Z	46.234	6.609	26.162
445	2015-02-20T22:26:05Z	46.780	6.541	26.128
446	2015-02-20T22:56:05Z	46.038	6.524	26.146
447	2015-02-20T23:26:05Z	50.905	6.409	26.089
448	2015-02-20T23:56:05Z	53.326	6.300	25.981
449	2015-02-21T00:26:05Z	51.740	6.327	26.004
450	2015-02-21T00:56:05Z	49.084	6.436	26.116
451	2015-02-21T01:26:05Z	50.314	6.370	26.024
452	2015-02-21T01:56:05Z	54.164	6.279	25.957
453	2015-02-21T02:26:05Z	50.389	6.387	26.070
454	2015-02-21T02:56:05Z	56.641	6.233	25.940
455	2015-02-21T03:26:05Z	57.377	6.214	25.894
456	2015-02-21T03:56:05Z	55.997	6.251	25.970
457	2015-02-21T04:26:05Z	54.665	6.278	25.976
458	2015-02-21T04:56:05Z	55.006	6.292	25.990
459	2015-02-21T05:26:05Z	55.014	6.283	25.976
460	2015-02-21T05:56:05Z	54.220	6.313	26.015
461	2015-02-21T06:26:05Z	53.680	6.329	25.997
462	2015-02-21T06:56:05Z	53.067	6.357	25.946
463	2015-02-21T07:26:05Z	38.587	6.779	26.518
464	2015-02-21T07:56:05Z	34.774	6.932	26.492
465	2015-02-21T08:26:05Z	35.294	6.929	26.433
466	2015-02-21T08:56:05Z	36.394	6.919	26.434
467	2015-02-21T09:26:05Z	38.358	6.899	26.403
468	2015-02-21T09:56:05Z	40.200	6.874	26.390
469	2015-02-21T10:26:05Z	39.932	6.828	26.331
470	2015-02-21T10:56:05Z	39.017	6.803	26.347
471	2015-02-21T11:26:05Z	40.270	6.747	26.337
472	2015-02-21T11:56:05Z	44.474	6.602	26.134
473	2015-02-21T12:26:05Z	40.729	6.733	26.344
474	2015-02-21T12:56:05Z	47.302	6.610	26.351
475	2015-02-21T13:26:05Z	41.372	6.703	26.343
476	2015-02-21T13:56:05Z	41.567	6.699	26.281
477	2015-02-21T14:26:05Z	54.044	6.379	25.932
478	2015-02-21T14:56:05Z	43.541	6.638	26.453
479	2015-02-21T15:26:05Z	54.693	6.360	25.965
480	2015-02-21T15:56:05Z	54.682	6.338	25.968
481	2015-02-21T16:26:05Z	56.227	6.227	25.856
