#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
119	2015-04-10T05:09:12Z	54.629	5.560	25.308
120	2015-04-10T05:39:12Z	55.876	5.520	25.278
121	2015-04-10T06:09:12Z	56.525	5.503	25.208
122	2015-04-10T06:39:12Z	61.498	5.406	25.054
123	2015-04-10T07:09:12Z	61.270	5.427	25.456
124	2015-04-10T07:39:12Z	54.441	5.578	25.496
125	2015-04-10T08:09:12Z	48.770	5.710	25.688
126	2015-04-10T08:39:12Z	53.722	5.625	25.438
127	2015-04-10T09:09:12Z	54.370	5.595	25.386
128	2015-04-10T09:39:12Z	51.228	5.628	25.437
129	2015-04-10T10:09:12Z	55.580	5.549	25.315
130	2015-04-10T10:39:12Z	53.958	5.578	25.464
131	2015-04-10T11:09:12Z	53.035	5.586	25.390
132	2015-04-10T11:39:12Z	52.266	5.622	25.448
133	2015-04-10T12:09:12Z	52.042	5.625	25.480
134	2015-04-10T12:39:12Z	53.012	5.679	25.526
135	2015-04-10T13:09:12Z	51.986	5.640	25.393
136	2015-04-10T13:39:12Z	51.811	5.640	25.466
137	2015-04-10T14:09:12Z	52.378	5.636	25.540
138	2015-04-10T14:39:12Z	51.407	5.679	25.560
139	2015-04-10T15:09:12Z	53.131	5.639	25.460
140	2015-04-10T15:39:12Z	51.907	5.649	25.433
141	2015-04-10T16:09:12Z	52.487	5.641	25.432
142	2015-04-10T16:39:12Z	55.763	5.583	25.344
143	2015-04-10T17:09:12Z	56.365	5.592	25.418
144	2015-04-10T17:39:12Z	58.187	5.527	25.264
145	2015-04-10T18:09:12Z	59.224	5.468	25.231
146	2015-04-10T18:39:12Z	58.577	5.498	25.199
147	2015-04-10T19:09:12Z	58.764	5.459	25.149
148	2015-04-10T19:39:12Z	60.797	5.407	25.114
149	2015-04-10T20:09:12Z	59.980	5.401	25.187
150	2015-04-10T20:39:12Z	58.865	5.450	25.230
151	2015-04-10T21:09:12Z	58.689	5.485	25.227
152	2015-04-10T21:39:12Z	60.000	5.451	25.193
153	2015-04-10T22:09:12Z	61.187	5.413	24.943
154	2015-04-10T22:39:12Z	63.311	5.361	24.920
155	2015-04-10T23:09:12Z	66.045	5.249	24.858
156	2015-04-10T23:39:12Z	63.984	5.324	25.091
157	2015-04-11T00:09:12Z	62.134	5.369	25.016
158	2015-04-11T00:39:12Z	61.693	5.377	25.031
159	2015-04-11T01:09:12Z	63.096	5.340	25.202
160	2015-04-11T01:39:12Z	61.613	5.394	25.069
161	2015-04-11T02:09:12Z	64.042	5.341	24.988
162	2015-04-11T02:39:12Z	64.054	5.322	24.939
163	2015-04-11T03:09:12Z	63.884	5.318	24.979
164	2015-04-11T03:39:12Z	64.374	5.313	24.977
165	2015-04-11T04:09:12Z	64.436	5.313	24.985
166	2015-04-11T04:39:12Z	64.165	5.324	25.022
167	2015-04-11T05:09:12Z	65.890	5.302	24.949
168	2015-04-11T05:39:12Z	66.799	5.280	24.738
169	2015-04-11T06:09:12Z	67.602	5.253	24.749
170	2015-04-11T06:39:12Z	71.557	5.324	24.784
171	2015-04-11T07:09:12Z	71.635	5.313	24.742
172	2015-04-11T07:39:12Z	74.872	5.338	24.729
173	2015-04-11T08:09:12Z	71.871	5.236	24.660
174	2015-04-11T08:39:12Z	74.331	5.187	24.617
175	2015-04-11T09:09:12Z	72.168	5.272	24.616
176	2015-04-11T09:39:12Z	75.971	5.251	24.491
177	2015-04-11T10:09:12Z	77.243	5.348	24.538
178	2015-04-11T10:39:12Z	73.144	5.364	24.627
179	2015-04-11T11:09:12Z	70.018	5.377	24.745
180	2015-04-11T11:39:12Z	61.862	5.428	25.174
181	2015-04-11T12:09:12Z	60.616	5.432	25.233
182	2015-04-11T12:39:12Z	60.249	5.417	25.071
183	2015-04-11T13:09:12Z	59.081	5.438	25.179
184	2015-04-11T13:39:12Z	60.597	5.431	25.116
185	2015-04-11T14:09:12Z	62.209	5.364	25.057
186	2015-04-11T14:39:12Z	63.376	5.335	25.146
187	2015-04-11T15:09:12Z	61.680	5.357	25.093
188	2015-04-11T15:39:12Z	58.266	5.448	25.223
189	2015-04-11T16:09:12Z	57.907	5.467	25.294
190	2015-04-11T16:39:12Z	57.571	5.468	25.298
191	2015-04-11T17:09:12Z	57.562	5.480	25.344
192	2015-04-11T17:39:12Z	57.769	5.477	25.270
193	2015-04-11T18:09:12Z	62.366	5.388	25.270
194	2015-04-11T18:39:12Z	69.557	5.292	25.178
195	2015-04-11T19:09:12Z	69.562	5.264	25.146
196	2015-04-11T19:39:12Z	67.110	5.256	25.107
197	2015-04-11T20:09:12Z	65.975	5.264	25.095
198	2015-04-11T20:39:12Z	64.992	5.293	25.106
199	2015-04-11T21:09:12Z	65.456	5.344	24.930
200	2015-04-11T21:39:12Z	67.120	5.369	25.104
201	2015-04-11T22:09:12Z	63.384	5.386	25.057
202	2015-04-11T22:39:12Z	64.805	5.445	25.063
203	2015-04-11T23:09:12Z	61.375	5.500	25.394
204	2015-04-11T23:39:12Z	61.581	5.496	25.162
205	2015-04-12T00:09:12Z	61.728	5.519	25.318
206	2015-04-12T00:39:12Z	55.898	5.556	25.387
207	2015-04-12T01:09:12Z	53.731	5.627	25.551
208	2015-04-12T01:39:12Z	50.367	5.675	25.572
209	2015-04-12T02:09:12Z	49.512	5.722	25.644
210	2015-04-12T02:39:12Z	49.146	5.782	25.727
211	2015-04-12T03:09:12Z	46.932	5.811	25.932
212	2015-04-12T03:39:12Z	47.377	5.830	25.840
213	2015-04-12T04:09:12Z	46.941	5.843	25.839
214	2015-04-12T04:39:12Z	49.787	5.796	26.043
215	2015-04-12T05:09:12Z	48.574	5.777	25.761
216	2015-04-12T05:39:12Z	48.311	5.767	25.788
217	2015-04-12T06:09:12Z	51.183	5.712	25.812
218	2015-04-12T06:39:12Z	45.709	5.871	25.892
219	2015-04-12T07:09:12Z	38.416	6.053	26.122
220	2015-04-12T07:39:12Z	33.859	6.163	26.297
221	2015-04-12T08:09:12Z	26.260	6.338	26.426
222	2015-04-12T08:39:12Z	25.283	6.412	26.471
223	2015-04-12T09:09:12Z	25.446	6.392	26.451
224	2015-04-12T09:39:12Z	31.672	6.207	26.159
225	2015-04-12T10:09:12Z	41.673	5.985	25.922
226	2015-04-12T10:39:12Z	40.413	5.985	25.950
227	2015-04-12T11:09:12Z	40.595	5.968	25.967
228	2015-04-12T11:39:12Z	45.554	5.867	25.799
229	2015-04-12T12:09:12Z	47.953	5.796	25.801
230	2015-04-12T12:39:12Z	48.710	5.817	25.849
231	2015-04-12T13:09:12Z	49.124	5.780	25.821
232	2015-04-12T13:39:12Z	47.137	5.820	25.985
233	2015-04-12T14:09:12Z	36.250	6.061	26.194
234	2015-04-12T14:39:12Z	37.627	6.040	26.222
235	2015-04-12T15:09:12Z	45.027	5.879	25.725
236	2015-04-12T15:39:12Z	37.159	6.009	25.882
237	2015-04-12T16:09:12Z	40.710	5.983	26.101
238	2015-04-12T16:39:12Z	39.355	5.996	25.941
239	2015-04-12T17:09:12Z	56.832	5.648	25.824
240	2015-04-12T17:39:12Z	36.090	6.067	26.276
241	2015-04-12T18:09:12Z	39.960	6.026	26.108
242	2015-04-12T18:39:12Z	39.436	6.009	26.123
243	2015-04-12T19:09:12Z	48.204	5.890	26.080
244	2015-04-12T19:39:12Z	57.468	5.618	25.863
245	2015-04-12T20:09:12Z	51.541	5.765	26.058
246	2015-04-12T20:39:12Z	47.138	5.833	26.000
247	2015-04-12T21:09:12Z	47.063	5.828	25.909
248	2015-04-12T21:39:12Z	49.364	5.751	25.753
249	2015-04-12T22:09:12Z	51.417	5.683	25.719
250	2015-04-12T22:39:12Z	56.181	5.588	25.625
251	2015-04-12T23:09:12Z	53.294	5.638	25.752
252	2015-04-12T23:39:12Z	52.233	5.677	25.760
253	2015-04-13T00:09:12Z	54.591	5.636	25.788
254	2015-04-13T00:39:12Z	53.978	5.653	25.806
255	2015-04-13T01:09:12Z	58.448	5.568	25.595
256	2015-04-13T01:39:12Z	53.123	5.667	25.882
257	2015-04-13T02:09:12Z	53.226	5.706	26.044
258	2015-04-13T02:39:12Z	45.327	5.810	25.871
259	2015-04-13T03:09:12Z	54.983	5.662	25.706
260	2015-04-13T03:39:12Z	59.884	5.564	25.621
261	2015-04-13T04:09:12Z	55.040	5.631	25.704
262	2015-04-13T04:39:12Z	56.936	5.614	25.622
263	2015-04-13T05:09:12Z	58.981	5.572	25.587
264	2015-04-13T05:39:12Z	55.003	5.618	25.628
265	2015-04-13T06:09:12Z	59.555	5.540	25.583
266	2015-04-13T06:39:12Z	58.155	5.566	25.483
267	2015-04-13T07:09:12Z	66.010	5.435	25.346
268	2015-04-13T07:39:12Z	67.907	5.395	25.363
269	2015-04-13T08:09:12Z	67.244	5.406	25.326
270	2015-04-13T08:39:12Z	67.331	5.388	25.149
271	2015-04-13T09:09:12Z	64.735	5.441	25.149
272	2015-04-13T09:39:12Z	66.725	5.405	25.069
273	2015-04-13T10:09:12Z	69.342	5.345	24.971
274	2015-04-13T10:39:12Z	70.124	5.380	24.943
275	2015-04-13T11:09:12Z	70.169	5.415	24.904
276	2015-04-13T11:39:12Z	69.906	5.380	24.947
277	2015-04-13T12:09:12Z	67.958	5.407	25.272
278	2015-04-13T12:39:12Z	67.887	5.426	25.351
279	2015-04-13T13:09:12Z	58.131	5.603	25.519
280	2015-04-13T13:39:12Z	59.259	5.568	25.395
281	2015-04-13T14:09:12Z	59.064	5.572	25.457
282	2015-04-13T14:39:12Z	60.220	5.546	25.304
283	2015-04-13T15:09:12Z	54.230	5.678	25.656
284	2015-04-13T15:39:12Z	54.885	5.662	25.653
285	2015-04-13T16:09:12Z	50.967	5.756	25.763
286	2015-04-13T16:39:12Z	50.604	5.765	25.625
287	2015-04-13T17:09:12Z	56.545	5.654	25.574
288	2015-04-13T17:39:12Z	58.661	5.612	25.580
289	2015-04-13T18:09:12Z	58.082	5.613	25.494
290	2015-04-13T18:39:12Z	57.745	5.625	25.490
291	2015-04-13T19:09:12Z	61.722	5.547	25.394
292	2015-04-13T19:39:12Z	62.082	5.540	25.409
293	2015-04-13T20:09:12Z	61.459	5.545	25.365
294	2015-04-13T20:39:12Z	60.881	5.563	25.388
295	2015-04-13T21:09:12Z	60.248	5.563	25.386
296	2015-04-13T21:39:12Z	58.321	5.608	25.452
297	2015-04-13T22:09:12Z	57.877	5.601	25.406
298	2015-04-13T22:39:12Z	60.718	5.592	25.295
299	2015-04-13T23:09:12Z	61.498	5.562	25.304
300	2015-04-13T23:39:12Z	61.731	5.554	25.341
301	2015-04-14T00:09:12Z	58.568	5.607	25.384
302	2015-04-14T00:39:12Z	59.382	5.592	25.401
303	2015-04-14T01:09:12Z	61.460	5.589	25.350
304	2015-04-14T01:39:12Z	61.664	5.593	25.315
305	2015-04-14T02:09:12Z	62.102	5.597	25.315
306	2015-04-14T02:39:12Z	62.634	5.609	25.221
307	2015-04-14T03:09:12Z	65.421	5.652	25.019
308	2015-04-14T03:39:12Z	65.567	5.648	25.139
309	2015-04-14T04:09:12Z	65.567	5.658	25.004
310	2015-04-14T04:39:12Z	64.442	5.637	25.123
311	2015-04-14T05:09:12Z	66.322	5.605	25.085
312	2015-04-14T05:39:12Z	66.963	5.677	25.073
313	2015-04-14T06:09:12Z	64.127	5.610	25.219
314	2015-04-14T06:39:12Z	60.507	5.583	25.331
315	2015-04-14T07:09:12Z	62.119	5.577	25.249
316	2015-04-14T07:39:12Z	63.254	5.546	25.218
317	2015-04-14T08:09:12Z	63.319	5.514	25.252
318	2015-04-14T08:39:12Z	63.914	5.560	25.171
319	2015-04-14T09:09:12Z	63.058	5.560	25.248
320	2015-04-14T09:39:12Z	63.331	5.562	25.344
321	2015-04-14T10:09:12Z	63.229	5.560	25.247
322	2015-04-14T10:39:12Z	61.355	5.581	25.448
323	2015-04-14T11:09:12Z	61.558	5.583	25.373
324	2015-04-14T11:39:12Z	67.864	5.406	25.197
325	2015-04-14T12:09:12Z	67.750	5.386	25.237
326	2015-04-14T12:39:12Z	61.395	5.525	25.382
327	2015-04-14T13:09:12Z	56.883	5.608	25.533
328	2015-04-14T13:39:12Z	57.250	5.602	25.561
329	2015-04-14T14:09:12Z	58.800	5.587	25.594
330	2015-04-14T14:39:12Z	59.004	5.585	25.635
331	2015-04-14T15:09:12Z	59.217	5.595	25.691
332	2015-04-14T15:39:12Z	58.770	5.605	25.636
333	2015-04-14T16:09:12Z	57.740	5.619	25.674
334	2015-04-14T16:39:12Z	57.404	5.613	25.660
335	2015-04-14T17:09:12Z	55.596	5.663	25.865
336	2015-04-14T17:39:12Z	52.009	5.742	25.766
337	2015-04-14T18:09:12Z	55.951	5.661	25.670
338	2015-04-14T18:39:12Z	54.420	5.678	25.677
339	2015-04-14T19:09:12Z	51.987	5.736	25.801
340	2015-04-14T19:39:12Z	53.947	5.701	25.728
341	2015-04-14T20:09:12Z	53.575	5.710	25.752
342	2015-04-14T20:39:12Z	55.763	5.648	25.620
343	2015-04-14T21:09:12Z	56.650	5.600	25.584
344	2015-04-14T21:39:12Z	61.330	5.542	25.534
345	2015-04-14T22:09:12Z	61.393	5.530	25.555
346	2015-04-14T22:39:12Z	63.955	5.477	25.461
347	2015-04-14T23:09:12Z	64.499	5.453	25.400
348	2015-04-14T23:39:12Z	64.703	5.450	25.331
349	2015-04-15T00:09:12Z	61.571	5.434	25.222
350	2015-04-15T00:39:12Z	67.111	5.399	25.170
351	2015-04-15T01:09:12Z	67.638	5.397	25.216
352	2015-04-15T01:39:12Z	68.104	5.378	25.207
353	2015-04-15T02:09:12Z	64.772	5.417	25.310
354	2015-04-15T02:39:12Z	64.906	5.437	25.481
355	2015-04-15T03:09:12Z	61.600	5.512	25.538
356	2015-04-15T03:39:12Z	56.639	5.602	25.611
357	2015-04-15T04:09:12Z	61.151	5.553	25.569
358	2015-04-15T04:39:12Z	55.603	5.657	25.737
359	2015-04-15T05:09:12Z	55.797	5.667	25.656
360	2015-04-15T05:39:12Z	56.215	5.662	25.664
361	2015-04-15T06:09:12Z	58.960	5.611	25.645
362	2015-04-15T06:39:12Z	57.070	5.655	25.740
363	2015-04-15T07:09:12Z	58.033	5.616	25.558
364	2015-04-15T07:39:12Z	61.717	5.548	25.556
365	2015-04-15T08:09:12Z	64.687	5.458	25.235
366	2015-04-15T08:39:12Z	65.652	5.433	25.300
367	2015-04-15T09:09:12Z	65.487	5.431	25.230
368	2015-04-15T09:39:12Z	65.743	5.419	25.197
369	2015-04-15T10:09:12Z	65.199	5.419	25.232
370	2015-04-15T10:39:12Z	65.416	5.422	25.147
371	2015-04-15T11:09:12Z	65.729	5.424	25.185
372	2015-04-15T11:39:12Z	65.921	5.423	25.118
373	2015-04-15T12:09:12Z	66.424	5.436	25.099
374	2015-04-15T12:39:12Z	69.185	5.570	24.961
375	2015-04-15T13:09:12Z	69.866	5.570	24.891
376	2015-04-15T13:39:12Z	72.721	5.553	24.808
377	2015-04-15T14:09:12Z	69.048	5.576	24.968
378	2015-04-15T14:39:12Z	69.045	5.562	24.978
379	2015-04-15T15:09:12Z	68.132	5.551	25.073
380	2015-04-15T15:39:12Z	66.731	5.419	25.109
381	2015-04-15T16:09:12Z	66.246	5.418	25.151
382	2015-04-15T16:39:12Z	62.289	5.511	25.542
383	2015-04-15T17:09:12Z	58.382	5.584	25.587
384	2015-04-15T17:39:12Z	59.868	5.593	25.660
385	2015-04-15T18:09:12Z	61.595	5.542	25.559
386	2015-04-15T18:39:12Z	60.582	5.523	25.449
387	2015-04-15T19:09:12Z	62.408	5.517	25.520
388	2015-04-15T19:39:12Z	61.891	5.536	25.587
389	2015-04-15T20:09:12Z	61.941	5.528	25.614
390	2015-04-15T20:39:12Z	61.721	5.539	25.623
391	2015-04-15T21:09:12Z	58.762	5.584	25.615
392	2015-04-15T21:39:12Z	59.259	5.566	25.578
393	2015-04-15T22:09:12Z	60.716	5.520	25.537
394	2015-04-15T22:39:12Z	60.941	5.543	25.552
395	2015-04-15T23:09:12Z	60.122	5.563	25.556
396	2015-04-15T23:39:12Z	61.329	5.522	25.473
397	2015-04-16T00:09:12Z	60.924	5.517	25.415
398	2015-04-16T00:39:12Z	60.602	5.512	25.364
399	2015-04-16T01:09:12Z	62.498	5.495	25.395
400	2015-04-16T01:39:12Z	62.832	5.479	25.143
401	2015-04-16T02:09:12Z	66.119	5.443	25.172
402	2015-04-16T02:39:12Z	63.718	5.468	25.326
403	2015-04-16T03:09:12Z	61.777	5.491	25.418
404	2015-04-16T03:39:12Z	61.345	5.510	25.467
405	2015-04-16T04:09:12Z	60.203	5.555	25.556
406	2015-04-16T04:39:12Z	54.015	5.683	25.905
407	2015-04-16T05:09:12Z	57.834	5.627	25.595
408	2015-04-16T05:39:12Z	60.157	5.582	25.570
409	2015-04-16T06:09:12Z	51.816	5.731	25.729
410	2015-04-16T06:39:12Z	59.771	5.600	25.530
411	2015-04-16T07:09:12Z	60.157	5.579	25.551
412	2015-04-16T07:39:12Z	56.033	5.642	25.653
413	2015-04-16T08:09:12Z	57.487	5.612	25.580
414	2015-04-16T08:39:12Z	59.775	5.580	25.572
415	2015-04-16T09:09:12Z	61.585	5.542	25.512
416	2015-04-16T09:39:12Z	61.086	5.518	25.486
417	2015-04-16T10:09:12Z	61.775	5.490	25.321
418	2015-04-16T10:39:12Z	61.523	5.493	25.434
419	2015-04-16T11:09:12Z	60.836	5.508	25.388
420	2015-04-16T11:39:12Z	61.652	5.511	25.359
421	2015-04-16T12:09:12Z	65.006	5.471	25.184
422	2015-04-16T12:39:12Z	67.224	5.425	25.078
423	2015-04-16T13:09:12Z	66.653	5.424	25.124
424	2015-04-16T13:39:12Z	68.571	5.425	25.060
425	2015-04-16T14:09:12Z	69.553	5.440	24.943
426	2015-04-16T14:39:12Z	72.510	5.418	25.134
427	2015-04-16T15:09:12Z	68.253	5.435	25.352
428	2015-04-16T15:39:12Z	65.118	5.447	25.486
429	2015-04-16T16:09:12Z	60.457	5.543	25.689
430	2015-04-16T16:39:12Z	64.668	5.474	25.457
431	2015-04-16T17:09:12Z	63.449	5.548	25.853
432	2015-04-16T17:39:12Z	56.795	5.625	25.730
433	2015-04-16T18:09:12Z	52.882	5.713	25.662
434	2015-04-16T18:39:12Z	56.588	5.653	25.643
435	2015-04-16T19:09:12Z	58.634	5.627	25.640
436	2015-04-16T19:39:12Z	55.722	5.655	25.686
437	2015-04-16T20:09:12Z	60.348	5.569	25.485
438	2015-04-16T20:39:12Z	61.146	5.550	25.477
439	2015-04-16T21:09:12Z	60.746	5.557	25.526
440	2015-04-16T21:39:12Z	59.402	5.576	25.539
441	2015-04-16T22:09:12Z	60.820	5.544	25.438
442	2015-04-16T22:39:12Z	63.508	5.509	25.466
443	2015-04-16T23:09:12Z	62.918	5.506	25.452
444	2015-04-16T23:39:12Z	68.257	5.437	25.276
445	2015-04-17T00:09:12Z	69.286	5.428	25.167
446	2015-04-17T00:39:12Z	68.596	5.425	25.196
447	2015-04-17T01:09:12Z	69.687	5.422	25.066
448	2015-04-17T01:39:12Z	68.722	5.435	24.995
449	2015-04-17T02:09:12Z	72.809	5.484	24.855
450	2015-04-17T02:39:12Z	72.154	5.449	25.002
451	2015-04-17T03:09:12Z	69.793	5.432	25.121
452	2015-04-17T03:39:12Z	69.300	5.420	25.172
453	2015-04-17T04:09:12Z	67.674	5.425	25.286
454	2015-04-17T04:39:12Z	67.648	5.429	25.261
455	2015-04-17T05:09:12Z	68.567	5.429	25.240
456	2015-04-17T05:39:12Z	67.462	5.428	25.315
457	2015-04-17T06:09:12Z	67.871	5.426	25.222
458	2015-04-17T06:39:12Z	67.931	5.424	25.289
459	2015-04-17T07:09:12Z	65.808	5.446	25.371
460	2015-04-17T07:39:12Z	66.871	5.442	25.333
461	2015-04-17T08:09:12Z	68.017	5.427	25.223
462	2015-04-17T08:39:12Z	67.967	5.436	25.347
463	2015-04-17T09:09:12Z	67.101	5.438	25.215
464	2015-04-17T09:39:12Z	68.325	5.427	25.236
465	2015-04-17T10:09:12Z	68.147	5.431	25.316
466	2015-04-17T10:39:12Z	68.845	5.427	25.093
467	2015-04-17T11:09:12Z	70.553	5.432	24.979
468	2015-04-17T11:39:12Z	70.337	5.435	24.979
469	2015-04-17T12:09:12Z	70.395	5.439	25.058
470	2015-04-17T12:39:12Z	73.115	5.484	24.858
471	2015-04-17T13:09:12Z	72.678	5.492	24.827
472	2015-04-17T13:39:12Z	71.874	5.477	24.999
473	2015-04-17T14:09:12Z	71.981	5.481	24.999
474	2015-04-17T14:39:12Z	69.870	5.465	25.025
475	2015-04-17T15:09:12Z	66.633	5.465	25.124
476	2015-04-17T15:39:12Z	66.894	5.446	25.114
477	2015-04-17T16:09:12Z	68.156	5.441	25.090
478	2015-04-17T16:39:12Z	66.876	5.443	25.283
