#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
141	2014-03-08T12:43:20Z	59.776	4.867	24.598
142	2014-03-08T13:13:20Z	62.098	4.683	24.404
143	2014-03-08T13:43:20Z	60.360	4.720	24.516
144	2014-03-08T14:13:20Z	62.939	4.579	24.277
145	2014-03-08T14:43:20Z	63.231	4.655	24.468
146	2014-03-08T15:13:20Z	63.041	4.674	24.405
147	2014-03-08T15:43:20Z	61.828	4.696	24.488
148	2014-03-08T16:13:20Z	61.797	4.781	24.572
149	2014-03-08T16:43:20Z	59.202	4.875	24.564
150	2014-03-08T17:13:20Z	60.980	4.862	24.592
151	2014-03-08T17:43:20Z	59.652	4.773	24.477
152	2014-03-08T18:13:20Z	58.105	4.763	24.543
153	2014-03-08T18:43:20Z	57.688	4.781	24.555
154	2014-03-08T19:13:20Z	63.864	4.554	24.212
155	2014-03-08T19:43:20Z	65.263	4.395	24.097
156	2014-03-08T20:13:20Z	65.195	4.409	24.427
157	2014-03-08T20:43:20Z	64.801	4.429	23.925
158	2014-03-08T21:13:20Z	65.280	4.452	24.671
159	2014-03-08T21:43:20Z	64.324	4.569	24.805
160	2014-03-08T22:13:20Z	64.244	4.445	24.174
161	2014-03-08T22:43:20Z	60.512	4.650	24.527
162	2014-03-08T23:13:20Z	58.883	4.753	24.538
163	2014-03-08T23:43:20Z	64.984	4.465	24.249
164	2014-03-09T00:13:20Z	62.973	4.529	24.319
165	2014-03-09T00:43:20Z	63.848	4.463	24.113
166	2014-03-09T01:13:20Z	69.319	4.112	23.724
167	2014-03-09T01:43:20Z	66.005	4.432	24.640
168	2014-03-09T02:13:20Z	62.508	4.662	24.350
169	2014-03-09T02:43:20Z	59.787	5.001	24.912
170	2014-03-09T03:13:20Z	60.527	5.079	24.770
171	2014-03-09T03:43:20Z	61.502	5.101	24.815
172	2014-03-09T04:13:20Z	59.843	5.164	24.800
173	2014-03-09T04:43:20Z	58.765	5.225	24.915
174	2014-03-09T05:13:20Z	57.608	5.329	24.975
175	2014-03-09T05:43:20Z	61.737	5.118	24.665
176	2014-03-09T06:13:20Z	59.122	5.149	24.690
177	2014-03-09T06:43:20Z	59.935	5.128	24.752
178	2014-03-09T07:13:20Z	62.861	5.078	24.722
179	2014-03-09T07:43:20Z	59.900	5.083	24.722
180	2014-03-09T08:13:20Z	63.977	4.788	24.425
181	2014-03-09T08:43:20Z	62.290	4.710	24.239
182	2014-03-09T09:13:20Z	67.338	4.289	23.965
183	2014-03-09T09:43:20Z	64.655	4.434	24.322
184	2014-03-09T10:13:20Z	64.750	4.556	24.343
185	2014-03-09T10:43:20Z	63.807	4.588	24.367
186	2014-03-09T11:13:20Z	62.613	4.659	24.455
187	2014-03-09T11:43:20Z	62.561	4.666	24.370
188	2014-03-09T12:13:20Z	66.896	4.414	24.291
189	2014-03-09T12:43:20Z	66.398	4.375	24.574
190	2014-03-09T13:13:20Z	62.130	4.685	24.516
191	2014-03-09T13:43:20Z	57.689	4.933	24.711
192	2014-03-09T14:13:20Z	60.302	4.899	24.520
193	2014-03-09T14:43:20Z	59.164	4.998	24.646
194	2014-03-09T15:13:20Z	57.713	5.018	24.699
195	2014-03-09T15:43:20Z	56.303	5.240	24.911
196	2014-03-09T16:13:20Z	55.293	5.292	24.893
197	2014-03-09T16:43:20Z	58.891	5.026	24.501
198	2014-03-09T17:13:20Z	54.856	5.237	24.936
199	2014-03-09T17:43:20Z	55.293	5.233	24.951
200	2014-03-09T18:13:20Z	59.530	5.200	24.995
201	2014-03-09T18:43:20Z	58.508	5.104	24.577
202	2014-03-09T19:13:20Z	65.971	4.535	24.018
203	2014-03-09T19:43:20Z	67.947	4.364	24.087
204	2014-03-09T20:13:20Z	68.211	4.304	24.262
205	2014-03-09T20:43:20Z	70.473	4.099	24.081
206	2014-03-09T21:13:20Z	71.170	4.005	23.700
207	2014-03-09T21:43:20Z	73.179	3.905	23.687
208	2014-03-09T22:13:20Z	67.470	4.389	24.420
209	2014-03-09T22:43:20Z	65.334	4.469	24.325
210	2014-03-09T23:13:20Z	63.729	4.686	24.759
211	2014-03-09T23:43:20Z	62.892	4.835	24.645
212	2014-03-10T00:13:20Z	63.772	4.676	24.223
213	2014-03-10T00:43:20Z	65.254	4.424	24.161
214	2014-03-10T01:13:20Z	66.768	4.459	24.320
215	2014-03-10T01:43:20Z	66.346	4.385	24.183
216	2014-03-10T02:13:20Z	68.133	4.211	23.947
217	2014-03-10T02:43:20Z	68.379	4.242	24.020
218	2014-03-10T03:13:20Z	66.114	4.349	24.250
219	2014-03-10T03:43:20Z	64.113	4.531	24.350
220	2014-03-10T04:13:20Z	63.793	4.585	24.427
221	2014-03-10T04:43:20Z	64.395	4.591	24.452
222	2014-03-10T05:13:20Z	61.606	4.768	24.528
223	2014-03-10T05:43:20Z	60.406	4.852	24.557
224	2014-03-10T06:13:20Z	60.949	4.931	24.596
225	2014-03-10T06:43:20Z	61.279	4.916	24.649
226	2014-03-10T07:13:20Z	61.865	4.752	24.547
227	2014-03-10T07:43:20Z	64.614	4.523	24.137
228	2014-03-10T08:13:20Z	65.743	4.384	24.137
229	2014-03-10T08:43:20Z	67.792	4.260	24.068
230	2014-03-10T09:13:20Z	67.136	4.318	24.177
231	2014-03-10T09:43:20Z	71.303	4.046	23.751
232	2014-03-10T10:13:20Z	74.209	3.861	23.626
233	2014-03-10T10:43:20Z	73.091	3.868	23.771
234	2014-03-10T11:13:20Z	68.942	4.144	24.017
235	2014-03-10T11:43:20Z	66.029	4.316	24.006
236	2014-03-10T12:13:20Z	71.146	4.035	23.790
237	2014-03-10T12:43:20Z	71.417	4.023	23.962
238	2014-03-10T13:13:20Z	66.933	4.268	24.161
239	2014-03-10T13:43:20Z	68.795	4.265	24.150
240	2014-03-10T14:13:20Z	69.426	4.152	23.921
241	2014-03-10T14:43:20Z	69.971	4.117	23.804
242	2014-03-10T15:13:20Z	67.181	4.220	24.137
243	2014-03-10T15:43:20Z	65.984	4.272	24.227
244	2014-03-10T16:13:20Z	63.866	4.478	24.447
245	2014-03-10T16:43:20Z	62.630	4.557	24.279
246	2014-03-10T17:13:20Z	61.241	4.664	24.562
247	2014-03-10T17:43:20Z	60.213	4.650	24.378
248	2014-03-10T18:13:20Z	58.247	4.748	24.488
249	2014-03-10T18:43:20Z	59.132	4.692	24.387
250	2014-03-10T19:13:20Z	60.083	4.589	24.372
251	2014-03-10T19:43:20Z	64.206	4.419	24.116
252	2014-03-10T20:13:20Z	67.703	4.260	23.902
253	2014-03-10T20:43:20Z	71.679	3.996	23.449
254	2014-03-10T21:13:20Z	72.419	3.855	23.529
255	2014-03-10T21:43:20Z	71.896	3.877	23.605
256	2014-03-10T22:13:20Z	71.897	3.890	23.453
257	2014-03-10T22:43:20Z	73.549	3.771	23.451
258	2014-03-10T23:13:20Z	72.227	3.819	23.530
259	2014-03-10T23:43:20Z	71.090	3.955	23.938
260	2014-03-11T00:13:20Z	70.912	3.925	23.835
261	2014-03-11T00:43:20Z	71.552	4.039	24.164
262	2014-03-11T01:13:20Z	67.349	4.271	24.182
263	2014-03-11T01:43:20Z	65.557	4.504	24.587
264	2014-03-11T02:13:20Z	64.474	4.441	24.046
265	2014-03-11T02:43:20Z	67.182	4.304	24.124
266	2014-03-11T03:13:20Z	64.580	4.436	24.225
267	2014-03-11T03:43:20Z	64.105	4.496	24.243
268	2014-03-11T04:13:20Z	62.463	4.536	24.481
269	2014-03-11T04:43:20Z	65.109	4.644	24.544
270	2014-03-11T05:13:20Z	60.521	4.779	24.586
271	2014-03-11T05:43:20Z	62.985	4.661	24.424
272	2014-03-11T06:13:20Z	63.673	4.528	24.276
273	2014-03-11T06:43:20Z	66.136	4.493	24.399
274	2014-03-11T07:13:20Z	65.006	4.390	24.155
275	2014-03-11T07:43:20Z	68.585	4.213	23.850
276	2014-03-11T08:13:20Z	70.097	4.106	23.778
277	2014-03-11T08:43:20Z	69.468	4.035	23.810
278	2014-03-11T09:13:20Z	70.204	3.957	23.973
279	2014-03-11T09:43:20Z	71.127	4.090	23.945
280	2014-03-11T10:13:20Z	71.346	3.902	23.529
281	2014-03-11T10:43:20Z	72.966	3.809	23.613
282	2014-03-11T11:13:20Z	70.017	3.924	23.830
283	2014-03-11T11:43:20Z	69.525	3.992	23.807
284	2014-03-11T12:13:20Z	68.481	4.131	24.307
285	2014-03-11T12:43:20Z	66.173	4.276	24.177
286	2014-03-11T13:13:20Z	63.937	4.404	24.477
287	2014-03-11T13:43:20Z	64.598	4.703	24.551
288	2014-03-11T14:13:20Z	61.530	4.616	24.377
289	2014-03-11T14:43:20Z	61.545	4.835	24.644
290	2014-03-11T15:13:20Z	61.992	4.806	24.626
291	2014-03-11T15:43:20Z	61.037	4.929	24.583
292	2014-03-11T16:13:20Z	60.065	5.011	24.678
293	2014-03-11T16:43:20Z	59.935	5.022	24.739
294	2014-03-11T17:13:20Z	58.288	5.150	24.863
295	2014-03-11T17:43:20Z	57.865	5.217	24.867
296	2014-03-11T18:13:20Z	57.554	5.222	24.815
297	2014-03-11T18:43:20Z	57.847	5.224	24.754
298	2014-03-11T19:13:20Z	62.199	4.783	24.130
299	2014-03-11T19:43:20Z	64.222	4.530	24.168
300	2014-03-11T20:13:20Z	66.058	4.410	24.130
301	2014-03-11T20:43:20Z	64.319	4.413	24.178
302	2014-03-11T21:13:20Z	66.111	4.326	24.145
303	2014-03-11T21:43:20Z	66.276	4.293	24.092
304	2014-03-11T22:13:20Z	67.907	4.147	23.981
305	2014-03-11T22:43:20Z	67.054	4.220	24.074
306	2014-03-11T23:13:20Z	67.093	4.217	23.961
307	2014-03-11T23:43:20Z	67.855	4.089	23.812
308	2014-03-12T00:13:20Z	66.466	4.304	24.192
309	2014-03-12T00:43:20Z	64.335	4.477	24.409
310	2014-03-12T01:13:20Z	64.611	4.590	24.497
311	2014-03-12T01:43:20Z	64.473	4.632	24.430
312	2014-03-12T02:13:20Z	61.733	4.799	24.555
313	2014-03-12T02:43:20Z	63.465	4.749	24.552
314	2014-03-12T03:13:20Z	61.074	4.841	24.658
315	2014-03-12T03:43:20Z	61.972	4.815	24.514
316	2014-03-12T04:13:20Z	62.887	4.798	24.479
317	2014-03-12T04:43:20Z	62.705	4.808	24.613
318	2014-03-12T05:13:20Z	61.589	4.858	24.561
319	2014-03-12T05:43:20Z	61.626	4.823	24.569
320	2014-03-12T06:13:20Z	63.937	4.738	24.473
321	2014-03-12T06:43:20Z	62.866	4.645	24.247
322	2014-03-12T07:13:20Z	63.133	4.646	24.417
323	2014-03-12T07:43:20Z	64.257	4.631	24.439
324	2014-03-12T08:13:20Z	62.704	4.686	24.543
325	2014-03-12T08:43:20Z	60.309	4.799	24.570
326	2014-03-12T09:13:20Z	62.665	4.759	24.549
327	2014-03-12T09:43:20Z	62.628	4.776	24.547
328	2014-03-12T10:13:20Z	63.940	4.604	24.403
329	2014-03-12T10:43:20Z	64.822	4.561	24.334
330	2014-03-12T11:13:20Z	64.371	4.613	24.390
331	2014-03-12T11:43:20Z	64.371	4.474	24.206
332	2014-03-12T12:13:20Z	61.783	4.630	24.348
333	2014-03-12T12:43:20Z	62.192	4.651	24.528
334	2014-03-12T13:13:20Z	59.549	4.920	24.680
335	2014-03-12T13:43:20Z	59.894	5.014	24.724
336	2014-03-12T14:13:20Z	61.179	4.950	24.677
337	2014-03-12T14:43:20Z	60.267	4.993	24.696
338	2014-03-12T15:13:20Z	61.565	4.889	24.616
339	2014-03-12T15:43:20Z	58.797	5.062	24.792
340	2014-03-12T16:13:20Z	59.268	5.039	24.761
341	2014-03-12T16:43:20Z	61.074	4.936	24.715
342	2014-03-12T17:13:20Z	58.718	5.053	24.587
343	2014-03-12T17:43:20Z	57.431	5.155	24.855
344	2014-03-12T18:13:20Z	56.847	5.215	24.835
345	2014-03-12T18:43:20Z	54.780	5.305	24.896
346	2014-03-12T19:13:20Z	57.213	5.212	24.793
347	2014-03-12T19:43:20Z	57.132	5.018	24.620
348	2014-03-12T20:13:20Z	59.950	5.049	24.795
349	2014-03-12T20:43:20Z	59.768	5.024	24.644
350	2014-03-12T21:13:20Z	61.523	4.932	24.640
351	2014-03-12T21:43:20Z	61.622	4.895	24.567
352	2014-03-12T22:13:20Z	62.968	4.731	24.517
353	2014-03-12T22:43:20Z	58.031	5.067	24.897
354	2014-03-12T23:13:20Z	59.546	4.890	24.393
355	2014-03-12T23:43:20Z	62.982	4.505	24.129
356	2014-03-13T00:13:20Z	59.955	4.571	24.408
357	2014-03-13T00:43:20Z	62.967	4.531	24.368
358	2014-03-13T01:13:20Z	63.932	4.600	24.480
359	2014-03-13T01:43:20Z	60.781	4.859	24.555
360	2014-03-13T02:13:20Z	64.244	4.626	24.475
361	2014-03-13T02:43:20Z	59.801	4.760	24.396
362	2014-03-13T03:13:20Z	58.265	5.091	24.837
363	2014-03-13T03:43:20Z	57.865	5.123	24.786
364	2014-03-13T04:13:20Z	59.021	5.039	24.812
365	2014-03-13T04:43:20Z	62.662	4.751	24.362
366	2014-03-13T05:13:20Z	66.505	4.333	24.086
367	2014-03-13T05:43:20Z	68.296	4.157	23.884
368	2014-03-13T06:13:20Z	63.174	4.390	24.101
369	2014-03-13T06:43:20Z	61.886	4.430	24.018
370	2014-03-13T07:13:20Z	64.152	4.323	24.049
371	2014-03-13T07:43:20Z	64.259	4.300	24.069
372	2014-03-13T08:13:20Z	62.432	4.642	24.706
373	2014-03-13T08:43:20Z	62.537	4.670	24.422
374	2014-03-13T09:13:20Z	61.483	4.798	24.581
375	2014-03-13T09:43:20Z	60.618	4.911	24.737
376	2014-03-13T10:13:20Z	61.321	4.894	24.604
377	2014-03-13T10:43:20Z	60.677	4.941	24.507
378	2014-03-13T11:13:20Z	61.955	4.869	24.504
379	2014-03-13T11:43:20Z	64.387	4.687	24.401
380	2014-03-13T12:13:20Z	64.741	4.623	24.380
381	2014-03-13T12:43:20Z	63.320	4.677	24.483
382	2014-03-13T13:13:20Z	64.672	4.604	24.367
383	2014-03-13T13:43:20Z	64.312	4.648	24.476
384	2014-03-13T14:13:20Z	61.755	4.795	24.631
385	2014-03-13T14:43:20Z	60.807	4.879	24.580
386	2014-03-13T15:13:20Z	57.857	5.113	24.892
387	2014-03-13T15:43:20Z	56.419	5.140	24.705
388	2014-03-13T16:13:20Z	58.075	5.072	24.539
389	2014-03-13T16:43:20Z	55.798	5.213	24.843
390	2014-03-13T17:13:20Z	59.794	5.037	24.693
391	2014-03-13T17:43:20Z	60.808	4.952	24.696
392	2014-03-13T18:13:20Z	61.545	4.901	24.712
393	2014-03-13T18:43:20Z	62.849	4.770	24.459
394	2014-03-13T19:13:20Z	63.826	4.688	24.480
395	2014-03-13T19:43:20Z	62.225	4.746	24.579
396	2014-03-13T20:13:20Z	60.558	4.894	24.689
397	2014-03-13T20:43:20Z	55.853	5.155	24.878
398	2014-03-13T21:13:20Z	55.812	5.166	24.961
399	2014-03-13T21:43:20Z	57.170	5.123	24.725
400	2014-03-13T22:13:20Z	59.205	4.994	24.631
401	2014-03-13T22:43:20Z	60.719	4.889	24.565
402	2014-03-13T23:13:20Z	61.860	4.811	24.486
403	2014-03-13T23:43:20Z	63.857	4.638	24.439
404	2014-03-14T00:13:20Z	65.983	4.250	23.924
405	2014-03-14T00:43:20Z	63.811	4.420	24.139
406	2014-03-14T01:13:20Z	67.806	4.193	23.894
407	2014-03-14T01:43:20Z	66.078	4.215	24.102
408	2014-03-14T02:13:20Z	68.421	4.220	24.214
409	2014-03-14T02:43:20Z	69.751	4.101	23.986
410	2014-03-14T03:13:20Z	69.220	3.992	23.374
411	2014-03-14T03:43:20Z	68.645	4.049	23.682
412	2014-03-14T04:13:20Z	67.300	4.078	23.808
413	2014-03-14T04:43:20Z	65.944	4.155	23.798
414	2014-03-14T05:13:20Z	63.381	4.281	23.947
415	2014-03-14T05:43:20Z	60.162	4.343	24.087
416	2014-03-14T06:13:20Z	61.208	4.330	24.187
417	2014-03-14T06:43:20Z	62.027	4.314	23.963
418	2014-03-14T07:13:20Z	59.949	4.406	24.271
419	2014-03-14T07:43:20Z	58.929	4.494	24.260
420	2014-03-14T08:13:20Z	59.399	4.607	24.454
421	2014-03-14T08:43:20Z	58.964	4.714	24.588
422	2014-03-14T09:13:20Z	59.833	4.812	24.534
423	2014-03-14T09:43:20Z	60.577	4.818	24.628
424	2014-03-14T10:13:20Z	59.645	4.945	24.785
425	2014-03-14T10:43:20Z	61.404	4.826	24.499
426	2014-03-14T11:13:20Z	60.435	4.793	24.350
427	2014-03-14T11:43:20Z	57.617	4.737	24.472
428	2014-03-14T12:13:20Z	58.116	4.612	24.241
429	2014-03-14T12:43:20Z	59.408	4.544	24.248
430	2014-03-14T13:13:20Z	59.321	4.561	24.299
431	2014-03-14T13:43:20Z	59.753	4.464	24.110
432	2014-03-14T14:13:20Z	62.726	4.428	24.029
433	2014-03-14T14:43:20Z	63.465	4.484	24.420
434	2014-03-14T15:13:20Z	56.607	4.819	24.712
435	2014-03-14T15:43:20Z	55.627	4.857	24.698
436	2014-03-14T16:13:20Z	55.143	4.879	24.601
437	2014-03-14T16:43:20Z	55.229	5.074	24.852
438	2014-03-14T17:13:20Z	57.457	5.007	24.626
439	2014-03-14T17:43:20Z	58.418	4.970	24.664
440	2014-03-14T18:13:20Z	56.261	4.758	24.469
441	2014-03-14T18:43:20Z	55.563	4.758	24.592
442	2014-03-14T19:13:20Z	56.534	4.877	24.658
443	2014-03-14T19:43:20Z	55.627	4.870	24.653
444	2014-03-14T20:13:20Z	52.423	4.914	24.945
445	2014-03-14T20:43:20Z	48.764	5.358	25.225
446	2014-03-14T21:13:20Z	52.424	5.351	25.025
447	2014-03-14T21:43:20Z	42.963	5.679	25.405
448	2014-03-14T22:13:20Z	43.331	5.691	25.129
449	2014-03-14T22:43:20Z	37.670	5.814	25.565
450	2014-03-14T23:13:20Z	41.636	5.771	25.251
451	2014-03-14T23:43:20Z	40.103	5.784	25.290
452	2014-03-15T00:13:20Z	38.246	5.881	25.430
453	2014-03-15T00:43:20Z	44.347	5.829	25.379
454	2014-03-15T01:13:20Z	48.423	5.646	25.053
455	2014-03-15T01:43:20Z	47.991	5.647	24.810
456	2014-03-15T02:13:20Z	48.940	5.629	25.291
457	2014-03-15T02:43:20Z	50.441	5.483	24.921
458	2014-03-15T03:13:20Z	47.916	5.623	25.176
459	2014-03-15T03:43:20Z	48.050	5.608	25.101
460	2014-03-15T04:13:20Z	52.736	5.478	24.848
461	2014-03-15T04:43:20Z	45.320	5.618	25.224
462	2014-03-15T05:13:20Z	48.572	5.618	25.234
463	2014-03-15T05:43:20Z	53.267	5.321	24.800
464	2014-03-15T06:13:20Z	57.116	5.133	24.657
465	2014-03-15T06:43:20Z	61.633	4.749	24.623
466	2014-03-15T07:13:20Z	63.470	4.587	24.504
467	2014-03-15T07:43:20Z	66.055	4.396	24.266
468	2014-03-15T08:13:20Z	65.591	4.351	24.186
469	2014-03-15T08:43:20Z	64.808	4.210	23.487
470	2014-03-15T09:13:20Z	71.480	3.911	22.966
471	2014-03-15T09:43:20Z	73.720	3.841	23.013
472	2014-03-15T10:13:20Z	75.683	3.742	22.329
473	2014-03-15T10:43:20Z	76.388	3.721	22.335
474	2014-03-15T11:13:20Z	75.263	3.773	22.132
475	2014-03-15T11:43:20Z	72.569	3.889	22.883
476	2014-03-15T12:13:20Z	64.723	4.196	23.642
477	2014-03-15T12:43:20Z	66.373	4.165	23.249
