#				Salinity #242, -7.7(0)
#Record	Time tag (Gmt)	AirSaturation(%)	Temperature(Deg.C)	Salinity(PSU)
261	2013-04-30T20:30:40Z	23.397	5.369	26.657
262	2013-04-30T21:00:40Z	25.929	5.351	26.667
263	2013-04-30T21:30:40Z	27.765	5.351	26.688
264	2013-04-30T22:00:40Z	27.058	5.358	26.704
265	2013-04-30T22:30:40Z	31.362	5.358	26.622
266	2013-04-30T23:00:40Z	28.485	5.353	26.673
267	2013-04-30T23:30:40Z	33.671	5.355	26.572
268	2013-05-01T00:00:40Z	31.233	5.355	26.619
269	2013-05-01T00:30:40Z	37.171	5.369	26.464
270	2013-05-01T01:00:40Z	40.227	5.460	26.322
271	2013-05-01T01:30:40Z	60.768	5.674	25.807
272	2013-05-01T02:00:40Z	54.207	5.652	25.680
273	2013-05-01T02:30:40Z	61.067	5.663	25.563
274	2013-05-01T03:00:40Z	70.356	5.886	25.303
275	2013-05-01T03:30:40Z	72.080	5.874	25.238
276	2013-05-01T04:00:40Z	78.478	6.052	25.097
277	2013-05-01T04:30:40Z	82.008	6.188	24.922
278	2013-05-01T05:00:40Z	81.930	6.196	24.897
279	2013-05-01T05:30:40Z	82.812	6.195	24.871
280	2013-05-01T06:00:40Z	84.646	6.256	24.856
281	2013-05-01T06:30:40Z	86.148	6.321	24.766
282	2013-05-01T07:00:40Z	88.205	6.352	24.746
283	2013-05-01T07:30:40Z	87.371	6.352	24.907
284	2013-05-01T08:00:40Z	81.067	6.263	24.949
285	2013-05-01T08:30:40Z	81.447	6.290	24.923
286	2013-05-01T09:00:40Z	79.406	6.255	24.980
287	2013-05-01T09:30:40Z	78.168	6.237	25.013
288	2013-05-01T10:00:40Z	78.571	6.256	24.958
289	2013-05-01T10:30:40Z	79.421	6.279	25.020
290	2013-05-01T11:00:40Z	80.914	6.303	24.991
291	2013-05-01T11:30:40Z	77.205	6.204	25.107
292	2013-05-01T12:00:40Z	70.968	6.063	25.269
293	2013-05-01T12:30:40Z	67.347	5.921	25.468
294	2013-05-01T13:00:40Z	59.374	5.797	25.641
295	2013-05-01T13:30:40Z	54.170	5.735	25.790
296	2013-05-01T14:00:40Z	52.775	5.665	26.074
297	2013-05-01T14:30:40Z	53.246	5.678	25.937
298	2013-05-01T15:00:40Z	54.681	5.648	26.105
299	2013-05-01T15:30:40Z	51.071	5.607	26.075
300	2013-05-01T16:00:40Z	48.774	5.606	25.972
301	2013-05-01T16:30:40Z	49.675	5.599	26.122
302	2013-05-01T17:00:40Z	47.001	5.548	26.244
303	2013-05-01T17:30:40Z	43.117	5.509	26.342
304	2013-05-01T18:00:40Z	46.443	5.541	26.228
305	2013-05-01T18:30:40Z	47.695	5.572	26.192
306	2013-05-01T19:00:40Z	52.297	5.639	26.052
307	2013-05-01T19:30:40Z	56.069	5.710	25.712
308	2013-05-01T20:00:40Z	59.751	5.790	25.701
309	2013-05-01T20:30:40Z	61.937	5.796	25.805
310	2013-05-01T21:00:40Z	56.148	5.721	25.853
311	2013-05-01T21:30:40Z	60.034	5.792	25.644
312	2013-05-01T22:00:40Z	58.816	5.763	25.696
313	2013-05-01T22:30:40Z	58.096	5.768	25.744
314	2013-05-01T23:00:40Z	58.685	5.776	25.675
315	2013-05-01T23:30:40Z	57.752	5.750	25.751
316	2013-05-02T00:00:40Z	60.944	5.803	25.636
317	2013-05-02T00:30:40Z	65.254	5.923	25.471
318	2013-05-02T01:00:40Z	71.033	5.966	25.485
319	2013-05-02T01:30:40Z	66.932	5.961	25.645
320	2013-05-02T02:00:40Z	74.124	6.054	25.529
321	2013-05-02T02:30:40Z	52.944	5.746	25.871
322	2013-05-02T03:00:40Z	56.392	5.760	25.717
323	2013-05-02T03:30:40Z	56.995	5.764	25.588
324	2013-05-02T04:00:40Z	49.532	5.660	26.016
325	2013-05-02T04:30:40Z	43.054	5.575	26.079
326	2013-05-02T05:00:40Z	40.603	5.530	26.218
327	2013-05-02T05:30:40Z	42.979	5.534	26.170
328	2013-05-02T06:00:40Z	44.794	5.570	26.149
329	2013-05-02T06:30:40Z	55.516	5.710	25.897
330	2013-05-02T07:00:40Z	62.277	5.824	25.732
331	2013-05-02T07:30:40Z	63.867	5.846	25.664
332	2013-05-02T08:00:40Z	59.315	5.840	25.672
333	2013-05-02T08:30:40Z	50.103	5.688	25.972
334	2013-05-02T09:00:40Z	47.195	5.621	26.055
335	2013-05-02T09:30:40Z	43.809	5.581	26.130
336	2013-05-02T10:00:40Z	43.068	5.561	26.175
337	2013-05-02T10:30:40Z	43.149	5.562	26.162
338	2013-05-02T11:00:40Z	42.189	5.539	26.216
339	2013-05-02T11:30:40Z	39.474	5.507	26.297
340	2013-05-02T12:00:40Z	39.984	5.509	26.323
341	2013-05-02T12:30:40Z	35.062	5.485	26.384
342	2013-05-02T13:00:40Z	30.697	5.450	26.519
343	2013-05-02T13:30:40Z	31.334	5.439	26.587
344	2013-05-02T14:00:40Z	32.593	5.441	26.399
345	2013-05-02T14:30:40Z	29.412	5.424	26.632
346	2013-05-02T15:00:40Z	31.343	5.432	26.531
347	2013-05-02T15:30:40Z	30.243	5.434	26.551
348	2013-05-02T16:00:40Z	28.312	5.433	26.548
349	2013-05-02T16:30:40Z	32.449	5.442	26.380
350	2013-05-02T17:00:40Z	32.463	5.446	26.372
351	2013-05-02T17:30:40Z	39.207	5.495	26.307
352	2013-05-02T18:00:40Z	37.284	5.481	26.331
353	2013-05-02T18:30:40Z	40.583	5.509	26.282
354	2013-05-02T19:00:40Z	39.217	5.497	26.381
355	2013-05-02T19:30:40Z	39.816	5.511	26.231
356	2013-05-02T20:00:40Z	43.104	5.521	26.206
357	2013-05-02T20:30:40Z	41.957	5.512	26.183
358	2013-05-02T21:00:40Z	52.452	5.669	26.075
359	2013-05-02T21:30:40Z	52.714	5.715	25.499
360	2013-05-02T22:00:40Z	51.404	5.681	26.135
361	2013-05-02T22:30:40Z	59.458	5.856	25.885
362	2013-05-02T23:00:40Z	66.040	5.904	25.254
363	2013-05-02T23:30:40Z	73.218	6.010	25.273
364	2013-05-03T00:00:40Z	67.373	6.011	25.594
365	2013-05-03T00:30:40Z	65.544	6.069	25.304
366	2013-05-03T01:00:40Z	59.870	5.980	25.508
367	2013-05-03T01:30:40Z	65.039	5.926	25.487
368	2013-05-03T02:00:40Z	65.033	5.901	25.401
369	2013-05-03T02:30:40Z	63.554	5.864	25.567
370	2013-05-03T03:00:40Z	62.213	5.841	25.531
371	2013-05-03T03:30:40Z	67.181	5.912	25.444
372	2013-05-03T04:00:40Z	69.564	5.983	25.318
373	2013-05-03T04:30:40Z	70.369	5.990	25.363
374	2013-05-03T05:00:40Z	73.475	6.143	25.254
375	2013-05-03T05:30:40Z	79.774	6.292	25.054
376	2013-05-03T06:00:40Z	83.013	6.403	24.910
377	2013-05-03T06:30:40Z	83.565	6.432	24.828
378	2013-05-03T07:00:40Z	86.474	6.446	24.775
379	2013-05-03T07:30:40Z	90.182	6.601	24.666
380	2013-05-03T08:00:40Z	91.800	6.676	24.594
381	2013-05-03T08:30:40Z	91.543	6.670	24.587
382	2013-05-03T09:00:40Z	93.841	6.722	24.580
383	2013-05-03T09:30:40Z	93.147	6.732	24.637
384	2013-05-03T10:00:40Z	93.283	6.747	24.578
385	2013-05-03T10:30:40Z	92.503	6.752	24.588
386	2013-05-03T11:00:40Z	93.450	6.779	24.570
387	2013-05-03T11:30:40Z	94.269	6.804	24.525
388	2013-05-03T12:00:40Z	92.043	6.699	24.573
389	2013-05-03T12:30:40Z	71.805	6.151	25.181
390	2013-05-03T13:00:40Z	74.416	6.161	25.152
391	2013-05-03T13:30:40Z	73.259	6.184	25.144
392	2013-05-03T14:00:40Z	63.640	6.064	25.454
393	2013-05-03T14:30:40Z	62.017	6.007	25.560
394	2013-05-03T15:00:40Z	64.347	6.011	25.634
395	2013-05-03T15:30:40Z	63.925	6.050	25.508
396	2013-05-03T16:00:40Z	55.233	5.882	25.849
397	2013-05-03T16:30:40Z	50.313	5.775	26.065
398	2013-05-03T17:00:40Z	46.536	5.705	26.027
399	2013-05-03T17:30:40Z	48.026	5.691	26.077
400	2013-05-03T18:00:40Z	42.918	5.630	26.253
401	2013-05-03T18:30:40Z	41.396	5.613	26.273
402	2013-05-03T19:00:40Z	37.071	5.580	26.297
403	2013-05-03T19:30:40Z	38.748	5.566	26.327
404	2013-05-03T20:00:40Z	40.175	5.578	26.221
405	2013-05-03T20:30:40Z	50.533	5.707	26.068
406	2013-05-03T21:00:40Z	54.028	5.818	25.921
407	2013-05-03T21:30:40Z	53.668	5.835	25.897
408	2013-05-03T22:00:40Z	53.985	5.837	25.738
409	2013-05-03T22:30:40Z	54.687	5.821	25.737
410	2013-05-03T23:00:40Z	62.128	5.965	25.555
411	2013-05-03T23:30:40Z	66.431	5.968	25.515
412	2013-05-04T00:00:40Z	71.229	6.058	25.294
413	2013-05-04T00:30:40Z	71.794	6.088	25.266
414	2013-05-04T01:00:40Z	76.985	6.190	25.104
415	2013-05-04T01:30:40Z	81.487	6.315	25.003
416	2013-05-04T02:00:40Z	77.738	6.279	25.026
417	2013-05-04T02:30:40Z	77.928	6.293	24.993
418	2013-05-04T03:00:40Z	78.897	6.313	25.010
419	2013-05-04T03:30:40Z	79.555	6.330	24.980
420	2013-05-04T04:00:40Z	81.423	6.362	24.964
421	2013-05-04T04:30:40Z	72.566	6.188	25.231
422	2013-05-04T05:00:40Z	71.317	6.172	25.175
423	2013-05-04T05:30:40Z	81.546	6.361	24.952
424	2013-05-04T06:00:40Z	82.674	6.382	24.906
425	2013-05-04T06:30:40Z	76.321	6.283	25.098
426	2013-05-04T07:00:40Z	77.507	6.261	25.241
427	2013-05-04T07:30:40Z	83.578	6.412	24.914
428	2013-05-04T08:00:40Z	85.245	6.483	24.794
429	2013-05-04T08:30:40Z	86.743	6.521	24.825
430	2013-05-04T09:00:40Z	87.618	6.549	24.761
431	2013-05-04T09:30:40Z	87.759	6.562	24.754
432	2013-05-04T10:00:40Z	88.373	6.585	24.693
433	2013-05-04T10:30:40Z	88.607	6.603	24.706
434	2013-05-04T11:00:40Z	89.225	6.623	24.661
435	2013-05-04T11:30:40Z	89.062	6.630	24.700
436	2013-05-04T12:00:40Z	90.198	6.656	24.704
437	2013-05-04T12:30:40Z	88.220	6.627	24.731
438	2013-05-04T13:00:40Z	84.458	6.465	24.967
439	2013-05-04T13:30:40Z	70.064	6.234	25.392
440	2013-05-04T14:00:40Z	59.892	6.045	25.625
441	2013-05-04T14:30:40Z	51.833	5.888	25.843
442	2013-05-04T15:00:40Z	47.695	5.743	25.932
443	2013-05-04T15:30:40Z	45.076	5.664	26.146
444	2013-05-04T16:00:40Z	40.891	5.604	26.230
445	2013-05-04T16:30:40Z	37.323	5.589	26.311
446	2013-05-04T17:00:40Z	31.928	5.532	26.365
447	2013-05-04T17:30:40Z	27.911	5.469	26.603
448	2013-05-04T18:00:40Z	20.788	5.447	26.692
449	2013-05-04T18:30:40Z	21.485	5.441	26.738
450	2013-05-04T19:00:40Z	24.342	5.446	26.639
451	2013-05-04T19:30:40Z	23.744	5.446	26.695
452	2013-05-04T20:00:40Z	25.944	5.448	26.552
453	2013-05-04T20:30:40Z	25.833	5.451	26.567
454	2013-05-04T21:00:40Z	25.256	5.454	26.586
455	2013-05-04T21:30:40Z	26.199	5.456	26.502
456	2013-05-04T22:00:40Z	25.824	5.455	26.572
457	2013-05-04T22:30:40Z	29.339	5.473	26.479
458	2013-05-04T23:00:40Z	27.481	5.465	26.548
459	2013-05-04T23:30:40Z	24.971	5.484	26.555
460	2013-05-05T00:00:40Z	31.359	5.540	26.488
461	2013-05-05T00:30:40Z	25.536	5.475	26.585
462	2013-05-05T01:00:40Z	30.840	5.506	26.470
463	2013-05-05T01:30:40Z	33.634	5.540	26.370
464	2013-05-05T02:00:40Z	36.290	5.592	26.323
465	2013-05-05T02:30:40Z	36.753	5.670	26.331
466	2013-05-05T03:00:40Z	33.567	5.599	26.413
467	2013-05-05T03:30:40Z	26.549	5.536	26.635
468	2013-05-05T04:00:40Z	22.186	5.511	26.671
469	2013-05-05T04:30:40Z	24.335	5.487	26.609
470	2013-05-05T05:00:40Z	27.528	5.512	26.532
471	2013-05-05T05:30:40Z	28.286	5.497	26.752
472	2013-05-05T06:00:40Z	37.921	5.751	26.379
473	2013-05-05T06:30:40Z	41.153	5.738	26.242
474	2013-05-05T07:00:40Z	48.699	5.812	25.937
475	2013-05-05T07:30:40Z	58.641	5.965	25.903
476	2013-05-05T08:00:40Z	68.928	6.202	25.415
477	2013-05-05T08:30:40Z	83.362	6.530	25.084
478	2013-05-05T09:00:40Z	92.329	6.861	24.684
479	2013-05-05T09:30:40Z	95.769	7.089	24.658
480	2013-05-05T10:00:40Z	84.873	6.673	24.959
481	2013-05-05T10:30:40Z	85.642	6.796	24.712
482	2013-05-05T11:00:40Z	94.200	7.020	24.537
483	2013-05-05T11:30:40Z	95.042	7.061	24.547
484	2013-05-05T12:00:40Z	94.704	7.068	24.560
485	2013-05-05T12:30:40Z	90.144	6.921	24.666
486	2013-05-05T13:00:40Z	88.496	6.789	24.649
487	2013-05-05T13:30:40Z	84.892	6.683	24.720
488	2013-05-05T14:00:40Z	83.055	6.595	24.737
